EUR_o..Mstb.,WellID,Fluid.Water..Gals.,Acid..Gals.,Fluid...Total..lbs.,Propping.Agent.Amount,Fluid.Amount.Per.Foot,Propping.Agent.Amount.Per.Foot,Subarea,Operator,Completion.Date,Surface.Latitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Frac.Stages,Other..Gals.,Deepest_Zone,Depth.Base,Fluid.Type,Additive,Treated.Stage.Height,Total.Height
17.685,1533,0,0,138440,290080,83.1471471471472,174.222222222222,31.0822746668166,28.7435445124554,37780,31.46918,8250,34.5591944596218,29.3086427363303,1,0,4,7992,32.6831244593204,31.546449633907,1665,1564.99
21.03030391,1541,0,0,192696,290230,114.224066390042,172.039122703023,31.0822746668166,28.7435445124554,37645,31.49026,8225,27.1641634838889,32.7095334436842,1,0,4,8127,32.6831244593204,31.4914543142372,1687,1571.46
15.7871887,1553,0,0,172536,289760,104.567272727273,175.612121212121,31.0822746668166,28.7435445124554,37753,31.4905,8252,30.9649256690123,32.7095334436842,1,0,4,8122,32.6831244593204,31.6014449535767,1650,2541.01
21.976,1554,0,5000,212020,127716,307.943925233645,596.803738317757,31.0822746668166,35.077404580155,37964,31.59362,8700,27.9264454507692,32.7095334436842,3,0,4,7088,35.6141918974286,35.1727043229567,214,2513
21.748,1581,0,4000,218452,0,2.94117647058824,0,31.0822746668166,35.077404580155,37754,31.64919,8440,30.9649256690123,32.7095334436842,3,0,4,6796,35.595766371938,35.2738148487903,170,2672
22.30126664,1595,0,0,153212,290310,92.2963855421687,174.885542168675,31.0822746668166,28.7435445124554,37796,31.45166,8200,36.9369363917544,32.7095334436842,1,0,4,8154,32.6831244593204,31.4914543142373,1660,1561.55
17.03591569,1596,0,0,220506,135000,422.345454545455,613.636363636364,31.0822746668166,28.7435445124554,38212,31.44537,8154,34.5591944596218,29.3086427363303,2,0,4,7897,35.6141918974286,31.4914543142373,220,2538.15
17.94,1600,0,0,220506,135000,400.5,581.896551724138,31.0822746668166,28.7435445124554,38189,31.51953,8306,34.5591944596218,32.7095334436842,2,0,4,8166,32.6831244593204,31.4914543142372,232,2526.77
11.52,1605,0,0,90365,135000,52.2643146327357,78.0798149219202,31.0822746668166,28.7435445124554,37864,31.43354,8184,34.5591944596218,32.7095334436842,1,0,4,8093,32.6831244593204,31.4914543142373,1729,2500.84
17.30257449,1607,0,0,90365,135000,50.6530269058296,75.6726457399103,31.0822746668166,28.7435445124554,37875,31.45807,8208,34.5591944596218,32.7095334436842,1,0,4,8041,32.6831244593204,31.6143108352748,1784,2423
15.1832191,1628,0,0,220506,350000,133.802184466019,212.378640776699,31.0822746668166,28.7435445124554,38103,31.4719,8260,27.1641634838889,32.7095334436842,1,0,4,8068,32.6831244593204,31.8764215519255,1648,1579.88
19.024,1637,0,0,183782,135000,274.782945736434,523.255813953488,31.0822746668166,28.7435445124554,38123,31.49518,8206,34.5591944596218,32.7095334436842,2,0,4,7968,32.6831244593204,32.0090325917209,258,1572.08
20.668,1643,0,0,220506,215000,132.354771784232,223.029045643154,31.0822746668166,28.7435445124554,38189,31.50933,8237,30.9649256690123,32.7095334436842,2,0,4,7396,32.6831244593204,31.4914543142373,964,1578.01
22.39416894,1661,383200,0,383200,49250,533.603238866397,199.392712550607,31.0822746668166,28.7435445124554,38419,31.44406,8282,34.5591944596218,32.7095334436842,2,0,4,7849,27.7652739175,28.2980107080828,247,1575.32
18.52846714,1665,0,0,367506,139000,522.074626865672,518.656716417911,31.0822746668166,28.7435445124554,38240,31.51985,8340,34.5591944596218,29.3086427363303,2,0,4,8117,32.6831244593204,31.5140747146932,268,2549.85
21.0058,1678,0,0,367506,139000,624.625,620.535714285714,31.0822746668166,28.7435445124554,38252,31.51869,8307,34.5591944596218,29.3086427363303,2,0,4,8183,32.6831244593204,31.4914543142373,224,1593.25
21.748,1682,0,11000,330452,17560,9630,2508.57142857143,31.0822746668166,35.077404580155,38361,31.46522,9254,30.9649256690123,32.7095334436842,5,0,4,8956,32.6831244593204,34.3853451434713,7,2495.91
13.54044625,1686,0,3750,202494,135300,342.790419161677,810.179640718563,31.0822746668166,35.077404580155,38360,31.56019,8270,30.9649256690123,32.7095334436842,3,0,3,6719,35.6141918974286,35.1226789634748,167,563.27
8.388,1691,0,0,367506,140000,647.759259259259,648.148148148148,31.0822746668166,28.7435445124554,38303,31.43409,8267,34.5591944596218,32.7095334436842,2,0,4,7896,32.6831244593204,31.4914543142373,216,1558.02
20.312,1695,0,0,383200,49250,506.923076923077,189.423076923077,31.0822746668166,28.7435445124554,38390,31.51264,8360,34.5591944596218,32.7095334436842,2,0,4,8135,35.6141918974286,31.4914543142373,260,2533.31
19.968,1701,383200,0,383200,49250,121.251149954002,45.3081876724931,31.0822746668166,28.7435445124554,38433,31.54337,8374,34.5591944596218,32.7095334436842,2,0,4,8210,27.7652739175,28.2539623928571,1087,2531.55
20.695,1702,383200,0,383200,49250,610.185185185185,228.009259259259,31.0822746668166,28.7435445124554,38420,31.44672,8259,30.9649256690123,32.7095334436842,2,0,4,8046,27.7652739175,28.2539623928571,216,1585.72
19.688,1703,0,0,383200,49250,583.185840707965,217.920353982301,31.0822746668166,28.7435445124554,38361,31.48903,8229,30.9649256690123,32.7095334436842,2,0,4,7966,32.6831244593204,31.4914543142373,226,1573.75
13.56,1704,0,0,383200,49250,588.392857142857,219.866071428571,31.0822746668166,28.7435445124554,38376,31.49751,8287,30.9649256690123,32.7095334436842,2,0,4,7975,32.6831244593204,31.4914543142373,224,1575.57
18.928,1709,0,0,383200,49250,499.242424242424,186.55303030303,31.0822746668166,28.7435445124554,38381,31.51191,8283,34.5591944596218,32.7095334436842,2,0,4,8113,32.6831244593204,31.4914543142373,264,1584.82
17.676,1714,383200,0,383200,49250,563.247863247863,210.470085470085,31.0822746668166,28.7435445124554,38444,31.50804,8360,34.5591944596218,34.88898603,2,0,4,8180,27.7652739175,28.2539623928571,234,1587.02
17.352,1715,383200,0,383200,49250,610.185185185185,228.009259259259,31.0822746668166,28.7435445124554,38506,31.52115,8370,30.9649256690123,32.7095334436842,2,0,4,8193,27.7652739175,28.2539623928571,216,1590.33
13.952,1729,0,5000,189813,133624,345.396103896104,867.688311688312,31.0822746668166,35.077404580155,38543,31.57026,8345,36.9369363917544,32.7095334436842,3,0,3,6698,35.6141918974286,35.8253408689812,154,563.43
17.6,1730,0,5000,198864,133052,352.935064935065,863.974025974026,31.0822746668166,35.077404580155,38530,31.60121,8325,30.9649256690123,32.7095334436842,3,0,3,6725,35.6141918974286,35.4676468009933,154,553.36
20.25828222,1733,383200,0,383200,49250,636.714975845411,237.92270531401,31.0822746668166,28.7435445124554,38481,31.43548,8239,34.5591944596218,29.3086427363303,2,0,4,7909,27.7652739175,28.2539623928571,207,1551.4
22.072,1744,383200,0,383200,49250,621.698113207547,232.311320754717,31.0822746668166,28.7435445124554,38506,31.49306,8310,30.9649256690123,29.3086427363303,2,0,4,8122,27.7652739175,28.2539623928571,212,1579.29
16.38451018,1748,0,5000,200492,132676,319.366279069767,771.372093023256,35.3020635236073,35.077404580155,38547,31.60283,8290,30.9649256690123,32.7095334436842,3,0,4,6682,35.6141918974286,35.5811176170299,172,1574.57
21.156,1768,0,5000,168803,155581,147.490740740741,480.188271604938,35.3020635236073,35.077404580155,38658,31.57201,8065,27.9264454507692,32.7095334436842,3,0,4,6593,35.6141918974286,36.9909862812121,324,1594.33
20.16,1769,383200,0,383200,49250,618.779342723005,231.220657276995,31.0822746668166,28.7435445124554,38627,31.46671,8214,34.5591944596218,29.3086427363303,2,0,4,7884,27.7652739175,28.2539623928571,213,1567.25
10.568,1783,0,6000,168646,135650,141.766447368421,446.217105263158,35.3020635236073,35.077404580155,38715,31.62444,8132,34.5591944596218,29.3086427363303,3,0,3,6612,35.6141918974286,34.5670282989523,304,566
21.984,1791,383200,0,383200,49250,462.456140350877,172.80701754386,31.0822746668166,28.7435445124554,38720,31.44966,8182,34.5591944596218,29.3086427363303,2,0,4,8035,27.7652739175,29.0644296016836,285,2520.58
21.596,1794,383200,0,383200,49250,460.839160839161,172.202797202797,31.0822746668166,28.7435445124554,38709,31.43174,8236,34.5591944596218,32.7095334436842,2,0,4,8096,27.7652739175,28.9018358715178,286,1566.83
21.46032128,1806,383200,0,383200,49250,457.638888888889,171.006944444444,31.0822746668166,28.7435445124554,38734,31.45767,8209,34.5591944596218,32.7095334436842,2,0,4,8047,27.7652739175,28.2539623928571,288,1563.73
18.864,1812,480522,0,480522,107336,379.2096,171.7376,31.0822746668166,28.7435445124554,39014,31.4074,8525,30.9649256690123,29.3086427363303,2,0,4,8460,27.7652739175,28.2242066202142,625,1564.77
22.34,1843,0,5250,185877,161756,2243.34615384615,6221.38461538462,35.3020635236073,35.077404580155,39144,31.6252,8176,30.9649256690123,32.7095334436842,3,0,4,6411,35.6141918974286,22.34,26,1607
10.38,1854,270814,2000,272814,0,50,0,35.3020635236073,35.077404580155,38895,31.46883,8116,27.9264454507692,32.7095334436842,4,0,4,7980,35.595766371938,35.2738148487903,40,1582.06
20.248,1863,576422,0,576422,134000,298.081255771006,123.730378578024,31.0822746668166,28.7435445124554,38881,31.41884,9112,36.9369363917544,32.7095334436842,2,0,4,8925,27.7652739175,28.2539623928571,1083,2396
16.772,1878,365500,0,365500,61500,707.142857142857,351.428571428571,35.3020635236073,28.7435445124554,38986,31.60947,8218,30.9649256690123,32.7095334436842,2,0,4,7875,27.7652739175,28.2539623928571,175,2770
18.784,1887,365500,0,365500,61500,703.125,349.431818181818,35.3020635236073,28.7435445124554,38986,31.61366,8181,30.9649256690123,29.3086427363303,2,0,3,7852,27.7652739175,28.2539623928571,176,1715
18.384,1899,365500,0,365500,61500,695.224719101124,345.505617977528,35.3020635236073,28.7435445124554,39007,31.62241,8182,34.5591944596218,32.7095334436842,2,0,4,7883,27.7652739175,28.2539623928571,178,2777.42
19.43242355,1902,457002,0,457002,163125,548.262295081967,382.025761124122,31.0822746668166,28.7435445124554,39294,31.46071,8524,30.9649256690123,29.3086427363303,2,0,4,8323,27.7652739175,28.2539623928571,427,1565.78
17.37549798,1912,353400,0,353400,61500,618.357487922705,297.101449275362,31.0822746668166,28.7435445124554,39040,31.53378,8352,34.5591944596218,32.7095334436842,2,0,4,8246,27.7652739175,28.2040643184999,207,1588.46
21.62124164,1915,480144,0,480144,107000,319.767567567568,144.594594594595,31.0822746668166,28.7435445124554,39045,31.39727,8534,34.5591944596218,34.88898603,2,0,4,8465,27.7652739175,28.0994614343214,740,1564.62
21.50685053,1916,365484,0,365484,61500,603.570731707317,300,31.0822746668166,28.7435445124554,39111,31.48978,8237,34.5591944596218,29.3086427363303,2,0,4,8066,39.581925305625,28.740890562937,205,1573.96
11.248,1920,364938,0,364938,61500,629.784615384615,315.384615384615,31.0822746668166,28.7435445124554,39174,31.45891,8049,27.1641634838889,29.3086427363303,2,0,4,7871,27.7652739175,28.2539623928571,195,1563
10.67964234,1921,363594,0,363594,61500,639.1875,320.3125,31.0822746668166,28.7435445124554,39197,31.46904,8062,27.1641634838889,29.3086427363303,2,0,4,7870,27.7652739175,28.2539623928571,192,1577.48
18.7,1925,370104,0,370104,61500,661.555555555556,325.396825396825,31.0822746668166,28.7435445124554,39239,31.40627,8147,34.5591944596218,32.7095334436842,2,0,4,7898,39.581925305625,28.7653266309292,189,1559.77
11.324,1928,533778,0,533778,750420,274.577160493827,386.018518518519,35.3020635236073,44.1583190845455,39261,31.64282,8012,27.9264454507692,34.88898603,1,0,4,7910,39.581925305625,35.2738148487903,1944,2816.64
21.004,1933,364938,0,364938,61500,617.125628140703,309.045226130653,31.0822746668166,28.7435445124554,39152,31.46229,8084,27.1641634838889,29.3086427363303,2,0,4,7926,27.7652739175,28.2290133556785,199,1562.16
20.396,1939,481530,0,481530,62100,377.148205928237,96.8798751950078,31.0822746668166,28.7435445124554,39198,31.39708,8532,30.9649256690123,29.3086427363303,2,0,4,8459,27.7652739175,28.2539623928571,641,1576.26
18.328,1943,361410,0,361410,61500,606.242424242424,310.606060606061,31.0822746668166,28.7435445124554,39234,31.49013,8183,32.696018267219,31.6723373441098,2,0,4,8115,39.581925305625,28.6437658052956,198,1577.83
19.898,1961,240240,0,240240,97700,393.398058252427,474.271844660194,31.0822746668166,28.7435445124554,39320,31.47884,8112,34.5591944596218,34.88898603,2,0,4,7923,27.7652739175,28.2539623928571,206,1569.99
19.604,1964,380342,0,380342,560050,158.74040066778,233.743739565943,35.3020635236073,19.604,39427,31.50394,8521,36.9369363917544,29.3086427363303,1,0,4,8422,27.7652739175,31.4914543142373,2396,1681.77
19.328,1973,242240,0,242240,97700,403.18407960199,486.069651741294,31.0822746668166,28.7435445124554,39474,31.51162,8298,34.5591944596218,32.7095334436842,2,0,4,8175,27.7652739175,28.2539623928571,201,1594.84
10.508,1980,242240,0,242240,97700,468.439306358381,564.739884393064,35.3020635236073,28.7435445124554,39565,31.62604,8043,34.5591944596218,29.3086427363303,2,0,4,7892,27.7652739175,28.2539623928571,173,1624
17.1,1984,147484,0,147484,265000,572.461538461538,1568.04733727811,35.3020635236073,28.7435445124554,39563,31.61625,8077,30.9649256690123,29.3086427363303,2,0,4,7868,27.7652739175,28.2539623928571,169,2772
19.908,1987,150989.280274667,3671.68,375047.55,0,198.757735907511,0,35.3020635236073,35.98250707128,39523,31.5851,8495,30.9649256690123,40.8021444320833,1.7,18309.76,4,8021,35.595766371938,35.2738148487903,1825,1622.18
15.18175478,1988,210000,0,210000,43750,445.714285714286,250,31.0822746668166,28.7435445124554,39666,31.51016,8208,34.5591944596218,32.7095334436842,2,0,4,8048,27.7652739175,28.2539623928571,175,1581
5.784,1993,0,5250,196371,135464,329.6,873.961290322581,31.0822746668166,35.077404580155,39465,31.57525,8595,27.1641634838889,29.3086427363303,3,0,4,6900,35.6141918974286,36.9909862812121,155,1589.39
19.764,2000,220655,0,220655,90625,486.704142011834,536.242603550296,31.0822746668166,28.7435445124554,39665,31.52245,8254,27.1641634838889,32.7095334436842,2,0,4,8112,27.7652739175,28.2539623928571,169,1581.98
21.948,2002,220655,0,220655,90625,475.450867052023,523.843930635838,31.0822746668166,28.7435445124554,39616,31.5198,8271,34.5591944596218,32.7095334436842,2,0,4,8102,27.7652739175,28.2539623928571,173,1580.86
8.544,2004,220375,0,220375,90625,219.179144385027,242.312834224599,35.3020635236073,28.7435445124554,39622,31.63161,8234,30.9649256690123,29.3086427363303,2,0,4,8073,27.7652739175,28.2539623928571,374,2781.56
12.592,2007,220538,0,220538,90625,480.625730994152,529.970760233918,31.0822746668166,28.7435445124554,39638,31.53082,8276,34.5591944596218,29.3086427363303,2,0,4,8114,27.7652739175,28.2539623928571,171,1587.92
13.824,2013,0,19000,472366,67006,827.214814814815,496.340740740741,31.0822746668166,35.077404580155,39696,31.61497,10657,27.9264454507692,29.3086427363303,5,0,4,8771,35.6141918974286,36.9909862812121,135,1250.151
14.376,2014,278750,0,278750,6000,564.245810055866,33.5195530726257,31.0822746668166,28.7435445124554,39673,31.47627,8186,34.5591944596218,32.7095334436842,2,0,4,8010,27.7652739175,28.2539623928571,179,1576.73
21.292,2015,374000,0,374000,80000,270.07299270073,145.985401459854,35.3020635236073,28.7435445124554,39636,31.61568,8534,34.5591944596218,34.88898603,3,0,4,8398,27.7652739175,28.2539623928571,548,2743.66
21.152,2023,196751,0,196751,92805,449.71511627907,539.563953488372,31.0822746668166,28.7435445124554,39665,31.52064,8278,27.1641634838889,29.3086427363303,2,0,4,8102,27.7652739175,28.2539623928571,172,1581.75
15.656,2025,278750,0,278750,6000,502.487562189055,29.8507462686567,31.0822746668166,28.7435445124554,39680,31.46572,8156,34.5591944596218,32.7095334436842,2,0,4,7986,27.7652739175,28.2539623928571,201,1567.89
13.43492656,2026,278750,0,278750,6000,540.106951871658,32.0855614973262,31.0822746668166,28.7435445124554,39682,31.46833,8179,34.5591944596218,29.3086427363303,2,0,4,7975,27.7652739175,28.2539623928571,187,1569.38
15.93179403,2027,278750,0,278750,6000,587.209302325581,34.8837209302326,31.0822746668166,28.7435445124554,39680,31.46909,8177,34.5591944596218,29.3086427363303,2,0,4,7981,27.7652739175,28.2539623928571,172,1569.68
20.288,2031,134552.4,8026.40600000001,334913.87,0,310.019283141839,0,35.3020635236073,35.98250707128,39676,31.59629,8707,34.5591944596218,29.3086427363303,4.21,17840.77,4,8360,35.595766371938,35.631183831975,338,1079.33
16.4500793,2037,82543.04,13668.168,477239.547,0,1617.2321974682,0,35.3020635236073,35.98250707128,39693,31.57442,8725,30.9649256690123,29.3086427363303,6.99,24406.38,4,8592,35.595766371938,35.2738148487903,296,1603.86
20.872,2057,80681.16,15004.1440000001,499997.827,0,1509.03923752949,0,35.3020635236073,35.98250707128,39715,31.59245,8695,36.9369363917544,29.3086427363303,6.94,24534.97,4,8466,35.595766371938,35.2738148487903,224,1596.85
20.18,2060,74695.04,13719.058,478892.331,0,1709.75749998017,0,35.3020635236073,35.98250707128,39754,31.57057,8693,34.5591944596218,40.8021444320833,7,35807.5,4,8500,35.595766371938,35.2738148487903,284,1587.42
12.89341834,2063,91817.99,11805.242,659594.495683637,0,1360.96725360543,0,35.3020635236073,35.98250707128,40425,31.56388,8651,30.9649256690123,32.7095334436842,8,9030.62,4,8402,35.595766371938,35.2738148487903,202,1697.26
13.256,2065,16945.07,12440.328,466122.697,123659.953846154,1603.36495112662,768.794231106065,35.3020635236073,35.98250707128,39954,31.60025,8197,30.9649256690123,32.7095334436842,7,8727,4,8058,35.6373367636223,35.2738148487903,108,1626.11
17.03817508,2071,297000,0,297000,87500,283.422459893048,155.971479500891,31.0822746668166,28.7435445124554,39867,31.48339,8177,27.1641634838889,32.7095334436842,2,0,3,8016,27.7652739175,28.2539623928571,561,566.94
15.34,2073,91837.85,12511.132,687053.715683636,0,1522.65403310734,0,35.3020635236073,35.98250707128,40441,31.58197,8605,34.5591944596218,29.3086427363303,8,8870.01,4,8392,35.595766371938,35.2738148487903,202,1624.85
18.776,2074,97816.31,9135.38600000001,445744.991,0,1428.75346900537,0,35.3020635236073,35.98250707128,39999,31.59646,8225,30.9649256690123,29.3086427363303,6,20243.74,4,8048,35.595766371938,35.2738148487903,184,1627.51
20.812,2076,47062.3066666666,5410.07,448037.477,261033.4,340.862004668088,375.243572175222,35.3020635236073,35.98250707128,40039,31.59971,8121,36.9369363917544,32.7095334436842,1.61,11601,4,7944,35.618559016,34.8982870550237,2118,1629
16.496,2079,77973.31,12419.268,451048.747,0,1403.2659048768,0,35.3020635236073,35.98250707128,39992,31.60748,8275,30.9649256690123,32.7095334436842,6.87,29577.74,4,8112,35.595766371938,35.2738148487903,172,1645.8
21.412,2080,98289.15,8893.48600000001,418079.801,0,1442.5509431449,0,35.3020635236073,35.98250707128,40007,31.57834,8195,34.5591944596218,32.7095334436842,6,21664.62,4,8010,35.595766371938,35.2738148487903,172,1629.89
22.484,2082,125319.616666667,5872.32600000001,335542.9,0,247.903778531798,0,35.3020635236073,35.98250707128,40055,31.60702,8296,30.9649256690123,32.7095334436842,2.62,5287.88,4,8022,35.595766371938,35.2738148487903,190,1633.55
20.272,2083,58650.17,11016.562,431370.791,0,1563.8663175694,0,35.3020635236073,35.98250707128,40066,31.5892,8326,30.9649256690123,32.7095334436842,7,29586.62,4,8008,35.595766371938,34.9222426214717,152,1631
20.104,2085,0,12432,184504,656313,94.8577728776185,361.804299889746,31.0822746668166,23.19,40282,31.44664,8121,34.5591944596218,32.7095334436842,1,0,4,8045,32.6831244593204,36.9909862812121,1814,1579.21
17.524,2134,728532,9492,738024,1818840,249.326488706365,632.443531827515,35.3020635236073,44.1583190845455,40404,31.56444,8525,27.9264454507692,34.88898603,1,0,4,8424,39.581925305625,31.4914543142373,2922,3149.75
21.52,2136,67341.16,10600.946,522390.05632,0,1615.15442629372,0,35.3020635236073,35.98250707128,40298,31.5524,8432,30.9649256690123,29.3086427363303,8,27743.62,4,8200,35.595766371938,35.2738148487903,194,1590.36
20.028,2140,68727.12,11325.562,552126.1,0,1396.52944295744,0,35.3020635236073,35.98250707128,40338,31.62199,8293,30.9649256690123,40.8021444320833,7,26336.62,4,8032,35.595766371938,35.2738148487903,138,1605.52
19.544,2141,0,5500,237396,119320,337.657894736842,785,31.0822746668166,35.077404580155,40336,31.52035,8665,30.9649256690123,32.7095334436842,4,0,3,7050,35.6141918974286,36.9909862812121,152,592.23
14.336,2145,0,5000,234798,135194,366.272727272727,877.883116883117,31.0822746668166,35.077404580155,40342,31.50975,8700,27.1641634838889,32.7095334436842,4,0,3,7000,35.6141918974286,36.9909862812121,154,589.55
11.228,2157,92831.85,10995.286,646229.045683637,0,1403.69169998204,0,35.3020635236073,35.98250707128,40462,31.57511,8760,30.9649256690123,29.3086427363303,8,15251.5,4,8578,35.595766371938,35.2738148487903,182,1627.67
13.324,2169,94765.99,12167.142,672635.745683637,0,1370.14894446579,0,35.3020635236073,35.98250707128,40459,31.56021,8612,30.9649256690123,29.3086427363303,8,9030.62,4,8396,35.595766371938,35.2738148487903,196,1710.87
20.868,2175,88039.85,11502.596,658495.315683636,0,1474.78801053206,0,35.3020635236073,35.98250707128,40442,31.58565,8635,30.9649256690123,32.7095334436842,8,8875.01,4,8376,35.595766371938,35.2738148487903,190,1634.93
14.912,2218,236479.070824,7634.49,668045.39,669121,265.660451422964,328.322374877331,35.3020635236073,35.98250707128,40881,31.61428,8144,34.5591944596218,32.7095334436842,1.19,4801.02,4,7849,39.581925305625,47.224,2038,3251.37
21.94,2229,0,0,459668,125000,1320,1000,31.0822746668166,28.7435445124554,40952,31.48826,8025,34.5591944596218,32.7095334436842,4,325000,4,7869,41.6378872642857,36.9909862812121,125,1561.24
