EUR_o..Mstb.,WellID,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid.Amount,Operator,Completion.Date,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,Deepest_Zone,Injection.Rate,Additive,Mesh.Size,Total.Height
13.684,54,0,506200,71163.8792,21.4532365284706,39133,31.71903,-101.75111,9853,4,37.832,54.951881859813,39.8038348631111,2444
28.09232775,87,486631,591188,46429,21.4532365284706,39324,31.71962,-101.76398,9840,4,35,39.4782385373333,39.8038348631111,1566
24.40562809,95,484369,539400,44767,21.4532365284706,39560,31.76379,-101.76925,9880,4,34.938,52.5522443430623,39.8038348631111,2530
9.735,98,403696,474820,53626,21.4532365284706,39522,31.71701,-101.75875,9890,4,35.6985,51.3393230343742,39.8038348631111,1546.31
11.188,115,547628,602280,42873,21.4532365284706,39772,31.72171,-101.77145,9882,4,36.232,58.836245925122,39.8038348631111,1571
16.768,118,570219,621902,48079,21.4532365284706,39776,31.71336,-101.77513,9886,4,36.553,55.400455656583,39.8038348631111,1556
23.53290545,481,188330,313940,52122,53.6507024403165,37662,31.72589,-101.85365,9000,4,31.022,55.1781540364977,39.8038348631111,1553
28.54388452,484,191981,472170,209.72,53.6507024403165,37629,31.75071,-101.84015,8970,4,30.6707142857143,53.5708283560513,39.8038348631112,1577.54
13.256,502,0,525460,2999699.13600001,52.1992853722222,37722,31.85098,-101.94733,10800,4,35.06,65.8868995616834,45.6761654626007,1548.93
19.40387603,514,193620,472700,500,53.6507024403165,37781,31.74117,-101.86813,9080,4,32,52.6499273035714,39.8038348631112,1581
26.49440013,536,357288,462698,85376,53.6507024403165,37847,31.80119,-101.94986,10500,4,31,75.0982042241667,39.8038348631111,1014.65
15.96090849,537,367542,390120,63546,53.6507024403165,37879,31.802,-101.96354,10505,4,34.1605714285714,75.0982042241667,39.8038348631111,1013.03
25.85262153,538,285726,507220,45738,53.6507024403165,37836,31.80377,-101.95493,10500,4,32.7568888888889,57.8693067971489,39.8038348631111,1576
18.94660235,545,291178,219633,74794,53.6507024403165,37904,31.75528,-101.93938,10500,4,36,60.1484351718943,39.8038348631111,1009.55
24.11090636,555,215019,350557,72807,53.6507024403165,37915,31.74611,-101.94532,10500,4,36,57.1629104260019,39.8038348631111,871
15.893,556,294071,370431,71089,53.6507024403165,37921,31.74802,-101.93701,10590,4,30,69.273452928776,39.8038348631111,943
19.83325601,564,222189,352910,75529,53.6507024403165,37901,31.7533,-101.94766,10500,4,32,65.2787021154583,39.8038348631111,994
27.84973229,587,126706,335540,65806,53.6507024403165,37881,31.7097,-101.79151,8750,4,32.271,56.2344078597719,39.8038348631111,993
28.99923783,593,194720,469510,67326,53.6507024403165,37908,31.8153,-101.78963,8598,4,32.121,60.1992566288769,39.8038348631111,1505.87
23.092,596,192045,470600,500,53.6507024403165,37881,31.72739,-101.86284,9050,4,30.785,52.6499273035714,39.8038348631112,2435
9.608,645,0,200270,90000,9.608,38200,31.91882,-101.81391,8905,4,34.292,59.4571640084974,39.8038348631111,986
25.23054799,781,138030,337440,71868,53.6507024403165,38565,31.78416,-101.86358,8985,4,32,58.836245925122,39.8038348631111,1010
23.084,833,445406,544020,3150,53.6507024403165,38771,31.81577,-101.96765,10515,4,35.5645,23.084,40.2030718090519,1042.7683
27.448,836,432360,667460,45988,53.6507024403165,38734,31.80842,-101.96577,10526,4,30,56.9410860625881,39.8038348631111,1015.9
17.98007424,841,271293,486900,55136,53.6507024403165,38977,31.92039,-101.95716,9426,4,29,50.4499756190913,39.8038348631111,1608
27.264,922,423233,523240,80145,21.4532365284706,38868,31.74599,-101.78104,9973,4,46,56.1440311787391,39.8038348631111,1565
21.25904119,940,515668,561279,57296,21.4532365284706,38958,31.75463,-101.7927,9865,4,31,48.3301130548904,39.8038348631111,2513
18.192,984,175716,480600,55650,53.6507024403165,39174,31.86507,-101.90324,9075,4,36.1,39.4782385373333,39.8038348631111,2335
19.07999174,1080,0,288000,161593,21.4532365284706,39618,31.78624,-101.78524,8954,4,36.657,71.0912296375,39.8038348631111,1573
7.68,1089,598283,626140,47374,21.4532365284706,39804,31.75036,-101.77816,9905,4,36.139,57.8309757422755,39.8038348631111,1581
24.6,1136,218433,546640,54402,53.6507024403165,39886,31.73796,-101.82474,8915,3,32.9595,58.836245925122,39.8038348631111,1467
20.196,1147,196020,547660,36168,53.6507024403165,39924,31.70798,-101.78876,8897,4,33.1735,58.836245925122,39.8038348631111,1585
18.89,1313,1355021,1475648,138466,53.6507024403165,40892,31.94914,-101.83684,10581,9,39.437,18.89,79.7275294571875,3277.7
24.292,1360,1441477,1417665,218778,53.6507024403165,40891,31.83288,-101.96005,10879,9,39.005,75.0982042241667,79.7275294571875,3209.05
14.904,1390,1091276,1299161,685788,53.6507024403165,40934,31.92667,-101.89737,10429,4,39.799,48.1,79.7275294571875,1538.57
28.968,2258,176500,473330,46000,53.6507024403165,37629,31.60823,-101.80401,8805,4,32,52.6499273035714,39.8038348631112,2436.69
18.522,2259,201474,471200,57414,53.6507024403165,37629,31.58556,-101.78767,8750,4,30.328,59.165064107298,39.8038348631111,2508
23.713,2269,200103,473210,54429,53.6507024403165,38174,31.5992,-101.82717,8890,3,32,58.6918607404366,39.8038348631111,599.639999999999
28.698,2270,202183,474721,57194,53.6507024403165,38260,31.60298,-101.82832,8920,3,28,61.1154624326274,39.8038348631111,1469.8
28.074,2271,201350,473590,56634,53.6507024403165,38153,31.59312,-101.82143,8881,3,30,61.5334096845925,39.8038348631111,602.820000000001
29.40701198,46,476075,553160,78753,21.4532365284706,38964,31.77755,-101.77365,9882,4,35,54.1616910516698,39.8038348631111,1549
44.628,486,210336,471920,59262,53.6507024403165,37649,31.71408,-101.80575,8840,4,30.184,59.2817086384584,39.8038348631111,1577
34.404,488,208110,471640,53508,53.6507024403165,37649,31.68504,-101.81851,8840,4,29.974,60.1946769712663,39.8038348631112,1578
42.62807791,490,218736,473510,59010,53.6507024403165,37662,31.71044,-101.83959,8940,4,30.179,59.8623910645327,39.8038348631111,1583
32.36,503,0,403560,304080,52.1992853722222,37720,31.86433,-101.9524,10800,4,35.876,58.7640987872848,42.0830329491339,1565.96
35.08171606,507,203114,2032484.69658291,1000,53.6507024403165,37732,31.7633,-101.85252,9018,4,28,52.6499273035714,43.6631253405385,2465.23
42.128,518,205128,472170,52823,53.6507024403165,37852,31.72485,-101.84168,8900,4,29.948,56.7883688359394,39.8038348631111,2458
29.12342212,554,349356,388890,77788,53.6507024403165,37910,31.75038,-101.94247,10500,4,36,58.1460640468303,39.8038348631111,893
32.21359276,563,297146,371530,81405,53.6507024403165,37887,31.81317,-101.96294,10500,4,34.3556666666667,75.0982042241667,39.8038348631111,1024.09
39.90735845,649,0,430880,295890,52.1992853722222,38081,31.86038,-101.95557,11000,4,36.056,52.6499273035714,42.4822698950746,991.08
43.884,670,0,291940,342300,52.1992853722222,38229,31.84944,-101.95491,10750,4,35.038,52.6499273035714,41.2845590572523,1010
31.516,687,205968,472910,59094,53.6507024403165,38147,31.793,-101.82253,8955,4,30,59.018332658693,39.8038348631111,1565
30.336,693,195972,473760,54726,53.6507024403165,38179,31.79926,-101.82893,8955,4,30.9,59.9153199610382,39.8038348631111,1582.22
31.136,790,150962,370720,73935,53.6507024403165,38548,31.78865,-101.82521,8850,4,30.5,58.9527521701222,39.8038348631111,1001
33.076,796,134241,336760,69658,53.6507024403165,38615,31.81198,-101.85492,8814,4,34,58.836245925122,39.8038348631111,1020
40.26411279,850,480958,603272,78539,53.6507024403165,38751,31.82868,-101.9136,10022,4,39,53.5765515710987,39.8038348631111,993
37.752,864,450349,405820,80698,53.6507024403165,38802,31.85266,-101.97081,10380,4,40,50.5953757461271,39.8038348631111,1025
34.49935258,886,355635,508638,58382,53.6507024403165,38846,31.89567,-101.99809,10163,4,30,47.4792050303378,39.8038348631111,1586
42.728,892,530816,486021,60085,53.6507024403165,39392,31.80533,-101.96479,10413,4,36.565,41.6748274466711,39.8038348631111,1011
40.77282225,901,429484,400400,77348,53.6507024403165,38825,31.84675,-101.90111,10017,4,48,54.3765296956925,39.8038348631111,1004
30.31831686,943,417225,521720,71434,21.4532365284706,39041,31.77573,-101.78187,9900,4,51,55.6495047169193,39.8038348631111,1570
34.792,958,431453,406880,73054,53.6507024403165,39042,31.83481,-101.95186,10106,4,35,39.4782385373333,39.8038348631111,994
36.708,965,394563,400930,62760,53.6507024403165,39137,31.75643,-101.94885,10450,4,37.3,39.4782385373333,39.8038348631111,1013
36.072,976,447749,405740,71402,53.6507024403165,39141,31.79486,-101.92934,10474,4,36,39.4782385373333,39.8038348631111,1034
35.6,982,374983,524100,53197,53.6507024403165,39191,31.93387,-101.84956,9575,4,35,39.4782385373333,39.8038348631111,1556
30.91732865,995,178829,293152,42865,53.6507024403165,39195,31.79949,-101.77634,8695,3,35.9,39.4782385373333,39.8038348631111,516
30.68,1037,0,749860,586278,52.1992853722222,39416,31.85618,-101.94104,10941,9,39.501,52.6499273035714,54.280143506459,3107
41.824,1056,426745,576520,75411,53.6507024403165,39429,31.78086,-101.95682,10550,4,35.54,47.1931225117018,39.8038348631111,1033
32.316,1059,548010,538540,46010,53.6507024403165,39580,31.80739,-101.95612,10252,4,36.397,51.829738916595,39.8038348631111,1011
29.731,1065,769146,800960,769146,52.1992853722222,39736,31.85843,-101.96404,10947,9,41.105,64.4538950635826,59.9200269267048,3211.84
33.668,1090,592456,532452,56928,53.6507024403165,39621,31.82494,-101.96168,10249,4,36.498,52.3795186473412,39.8038348631111,1012
35.70501952,1135,363372,878020,41244,53.6507024403165,39731,31.91074,-101.94972,9418,4,35.602,58.836245925122,39.8038348631111,1029
42.724,1138,396636,630812,62508,53.6507024403165,39797,31.73717,-101.82889,9086,4,34.528,58.836245925122,39.8038348631111,1576
36.652,1146,226756,555180,56070,53.6507024403165,39863,31.70992,-101.78092,8887,3,33.045,58.836245925122,39.8038348631111,584
44.276,1204,910964,907957,715572,53.6507024403165,40532,31.83274,-101.92852,10610,4,40.131,75.0982042241667,58.2735735825062,961
44.324,1231,1154157,1251542,169976,53.6507024403165,40799,31.84301,-101.93189,10740,8,39.033,75.0982042241667,39.8038348631111,2559
42.14,1333,1487374,942338,521188,53.6507024403165,41025,31.84373,-101.91381,10648,9,38.87,75.0982042241667,79.7275294571875,2691.19
42.116,1392,1052798,1423739,5173,53.6507024403165,40876,31.93711,-101.88581,10428,4,37.869,52.6499273035714,53.2297208076452,1543.18
44.212,1414,1439288,1461359,223302,53.6507024403165,41067,31.83466,-101.92032,10890,8,39.22,58.836245925122,79.7275294571875,3078.89
29.576,2256,201474,466630,57414,53.6507024403165,37719,31.56046,-101.84707,8950,4,29.806,75.0982042241667,39.8038348631111,1589.15
48.24429574,513,392910,535133,500,53.6507024403165,37763,31.78129,-101.93888,10500,4,32,52.6499273035714,40.369861575749,1576
48.98034099,516,176026,473100,500,53.6507024403165,37782,31.74105,-101.83669,8900,4,31.158,52.6499273035714,39.8038348631112,1574.77
52.728,526,201180,488719,73470,53.6507024403165,37795,31.92875,-101.84348,9400,4,33.8184285714286,62.9534085486575,39.8038348631111,2512
58.376,529,268417,489980,1000,53.6507024403165,37746,31.95258,-101.83381,9415,4,31.8263174603175,52.6499273035714,39.8038348631112,1525
63.68472659,550,0,413830,270816,52.1992853722222,37927,31.87185,-101.95495,10800,4,34.923,58.817971458269,42.0830329491339,991.25
60.88727674,608,188723,450350,500,53.6507024403165,37935,31.75711,-101.86727,9050,4,32,52.6499273035714,39.8038348631112,1593
52.85194007,657,198190,471380,55930,53.6507024403165,38068,31.76988,-101.85904,9095,4,30,57.6085712872038,39.8038348631111,1569
46.312,658,200238,475120,56742,53.6507024403165,38072,31.77164,-101.85117,9060,4,31.3,57.7253087144414,39.8038348631111,1578
49.26,669,198618,475880,54810,53.6507024403165,38186,31.7991,-101.82887,8950,4,30,59.8454662595913,39.8038348631111,1578
46.456,685,297423,388238,58653,53.6507024403165,38232,31.93425,-101.83609,9397,4,30.8,58.5984173671698,39.8038348631111,2524
60.648,686,337722,437481,56616,53.6507024403165,38251,31.93173,-101.8308,9365,4,30.8,56.5335747413185,39.8038348631111,2502
58.856,835,492531,748661,70619,53.6507024403165,38703,31.82037,-101.96493,10501,4,34,56.8601540741968,39.8038348631111,1015
59.18129168,853,416619,686660,107325,53.6507024403165,38746,31.85219,-101.92604,10012,4,39,53.5181209030107,39.8038348631111,1017
52.692,862,450268,399440,80417,53.6507024403165,38879,31.83892,-101.96636,10336,4,43,52.9102500484533,39.8038348631111,1015
48.764,867,490066,384232,78961,53.6507024403165,38967,31.79145,-101.9598,10512,4,43,57.9438269689531,39.8038348631111,1006
55.772,871,458041,400060,81050,53.6507024403165,38929,31.814,-101.95829,10120,4,46,57.5457593479601,39.8038348631111,991
57.444,881,3583199,400005,81665,53.6507024403165,38921,31.82249,-101.95667,10126,4,48,59.837438363964,39.8038348631111,1016
48.948,956,470066,412940,92801,53.6507024403165,39021,31.84716,-101.96459,10243,4,33,39.4782385373333,39.8038348631111,1005
58.592,959,409004,404260,70782,53.6507024403165,39097,31.84285,-101.94974,10085,4,33,39.4782385373333,39.8038348631111,970
45.612,961,452375,407780,74431,53.6507024403165,39104,31.84574,-101.93744,10040,4,36,39.4782385373333,39.8038348631111,970
52.67011824,1026,595686,654960,595686,52.1992853722222,39439,31.84788,-101.96065,10910,8,39.347,52.6499273035714,49.9036283365822,2491
49.94,1058,528774,480360,51780,53.6507024403165,39580,31.8109,-101.95727,10259,4,35.923,50.3430193073468,39.8038348631111,1015
51.82,1071,0,775280,1466640,52.1992853722222,39610,31.86388,-101.95663,11022,4,39.477,75.0982042241667,52.2307463643499,1582
48.39886208,1139,1141392,848110,1141392,52.1992853722222,39949,31.86541,-101.96618,11030,9,40.199,58.836245925122,62.7803429608369,2680.35
49.59876072,1142,723870,597980,723870,52.1992853722222,40098,31.86993,-101.96326,10890,9,39.756,59.943946942657,60.0868166934018,2687.26
63.75034099,1196,749897,486000,68000,63.75034099,40346,31.92395,-101.82149,10600,9,38.794,64.8145438272188,68.105170495,2819
45.164,1201,895248,754572,55482,53.6507024403165,40396,31.84686,-101.95102,10635,8,35.362,58.836245925122,39.8038348631111,2487
45.956,1202,880846,614501,113223.7075,53.6507024403165,40343,31.83735,-101.95706,10575,4,37.489,61.4909477149752,44.1146926204412,1583
46.992,1207,766962,775966,63252,53.6507024403165,40423,31.84879,-101.94282,10596,4,36.9605,58.836245925122,39.8038348631111,1007
48.756,1270,1037823,1223434,131632,53.6507024403165,40745,31.85775,-101.9676,10843,8,38.773,58.836245925122,79.7275294571875,2489
52.44,1301,955865,1127263,724451,53.6507024403165,40758,31.79941,-101.95801,10709,4,39.136,58.836245925122,61.0682322040915,1011
60.576,1312,1218576,1228603,194642,53.6507024403165,40917,31.84087,-101.95817,10754,8,38.875,75.0982042241667,79.7275294571875,2515.52
63.7,1355,0,1135680,1675674,91.072,41117,31.90127,-101.91037,11600,15,39.105,67.4772617250823,66.2583125013214,3373.7525
49.028,1394,1388199,1347700,212004,53.6507024403165,41011,31.84936,-101.93807,10719,8,39.353,58.836245925122,79.7275294571875,3010.22
56.644,1398,1084116,1058922,179401,53.6507024403165,40912,31.91885,-101.99661,11267,8,39.077,48.1,79.7275294571875,3870.45
56.468,1400,1333435,1423437,925239,53.6507024403165,40964,31.92027,-101.85936,10445,4,40.069,48.1,66.3576806985849,1550.02
56.772,1413,1372841,1423712,216876,53.6507024403165,41011,31.83808,-101.95273,10803,9,39.319,58.836245925122,79.7275294571875,3256.41
51.136,1432,1119650,1437569,173978,53.6507024403165,40979,31.85412,-101.96623,10849,9,39.143,58.836245925122,79.7275294571875,2691.55
55.836,1475,1209621,1320008,212673,53.6507024403165,41133,31.85604,-101.90967,10664,8,39.872,58.836245925122,39.8038348631111,2504.99
55.32660624,2276,197652,472050,57204,53.6507024403165,38124,31.61572,-101.8229,8830,3,30,58.9564116769181,39.8038348631111,1486.11
74.212,622,0,464414,382200,52.1992853722222,38074,31.86862,-101.93597,11100,4,35.871,58.5098320624987,42.0830329491339,957.300000000001
67.268,653,0,434510,305340,52.1992853722222,38167,31.85985,-101.94259,11750,4,36.196,55.5616096130626,41.6837960031931,1541.79
80.32913438,659,200303,471910,56519,53.6507024403165,38072,31.77514,-101.85229,9050,4,30.8,57.7871719006569,39.8038348631111,1580.98
65.47404336,747,0,435660,354312,52.1992853722222,38611,31.86321,-101.94328,11700,4,35.787,58.06423363583,42.7652832513935,1542.26
71.588,837,535081,803880,94222,53.6507024403165,38677,31.8063,-101.9607,10485,4,46,55.4798564375887,39.8038348631111,1012
67.74792166,962,425398,414280,63193,53.6507024403165,39070,31.83933,-101.94861,10093,4,35,39.4782385373333,39.8038348631111,988
66.664,1051,366500,430179,68162,53.6507024403165,39470,31.7889,-101.95037,10548,4,35.133,49.5179940648941,39.8038348631111,1246
71.68747308,1060,286440,897700,286440,52.1992853722222,39529,31.85329,-101.96239,11040,9,38.221,62.1158944235502,59.8188945725545,2651.84
72.27541308,1072,668598,799860,668598,52.1992853722222,39564,31.86833,-101.95369,11009,9,40.37,58.836245925122,58.9547632681263,3199.07
76.10923649,1140,561330,761600,561330,52.1992853722222,39863,31.87247,-101.96851,10990,9,40.07,58.836245925122,57.923842197001,2671.12
79.56669217,1158,521978,567060,57708,53.6507024403165,39901,31.92418,-101.89152,9670,4,36.834,58.836245925122,39.8038348631111,979
72.46,1206,921312,768442,59892,53.6507024403165,40505,31.85077,-101.93441,10580,4,35.8445,58.836245925122,68.105170495,1026
78.22,1208,910764,661222,76258,53.6507024403165,40401,31.84488,-101.95944,10652,4,37.664,58.836245925122,39.8038348631111,962
87.176,1230,708488,930948,548624,53.6507024403165,40662,31.83718,-101.92557,10745,8,40.552,75.0982042241667,79.7275294571875,2551.73
93.952,1238,848178,871003,519394,53.6507024403165,40697,31.84843,-101.92482,10754,8,40.242,75.0982042241667,79.7275294571875,2509
94.484,1244,900874,942201,747254,53.6507024403165,40745,31.83978,-101.97666,10875,8,40.231,75.0982042241667,69.6846552480913,2521
76.81494263,1245,914743,869716,166734,53.6507024403165,40716,31.84243,-101.96747,10905,8,40.165,104.331471315,79.7275294571875,2502.19
68.996,1260,1156426,1285393,865524,53.6507024403165,40662,31.91757,-101.83021,10642,8,40.081,58.836245925122,70.9506697337904,4241
116.928,1265,1125396,1027250,970194,53.6507024403165,40669,31.83316,-101.97452,10860,8,40.595,75.0982042241667,79.7275294571875,2579.51
72.232,1267,928746,600924,642004,53.6507024403165,40773,31.93642,-101.85482,10430,4,40.724,75.0982042241667,50.7386377867068,1547
202.956,1318,1431150,1460529,216046,53.6507024403165,40885,31.82771,-101.91802,10617,8,38.914,75.0982042241667,79.7275294571875,3099.62
94.432,1319,1259164,1437820,162092,53.6507024403165,40861,31.83431,-101.93788,10619,8,38.933,75.0982042241667,76.0724463831435,3046.97
107.22,1341,1266636,1128780,604086,53.6507024403165,40956,31.83242,-101.94599,10735,9,39.205,75.0982042241667,79.7275294571875,2650.63
118.444,1356,0,846620,958398,91.072,40915,31.89578,-101.91425,11600,15,39.706,64.4753049353347,63.5647862338863,3200.4574
131.648,1363,1340128,1389239,203080,53.6507024403165,41085,31.84708,-101.91557,10683,9,39.222,58.836245925122,79.7275294571875,3246.44
89.4,1375,1405266,1395880,218696,53.6507024403165,41085,31.84216,-101.90455,10637,9,39.511,58.836245925122,79.7275294571875,3253.07
98.776,1389,1280932,1192763,597534,53.6507024403165,40956,31.83024,-101.92327,10730,9,39.006,75.0982042241667,79.7275294571875,2673.91
64.344,1406,1234173,1415768,195043,53.6507024403165,40956,31.87772,-101.97023,10771,8,38.688,48.1,79.7275294571875,3088.06
73.664,1407,1388027,1238775,187532,53.6507024403165,40878,31.95106,-101.82864,10446,8,39.588,73.664,79.7275294571875,4155
132.544,1409,1177926,1445816,371118,53.6507024403165,40956,31.85802,-101.90099,10606,8,39.141,75.0982042241667,79.7275294571875,2493.01
131.848,1430,1431726,1376898,1019088,53.6507024403165,40934,31.83539,-101.96525,11175,9,39.621,104.331471315,79.7275294571875,2705.57
64.804,1434,1200862,1224984,202996,53.6507024403165,41024,31.85652,-101.97209,10875,9,39.274,58.836245925122,79.7275294571875,2679
88.68,1439,1448328,1377555,187920,53.6507024403165,41125,31.85245,-101.97501,10992,9,39.5785714285714,71.0912296375,79.7275294571875,2673
95.82,1442,1362152,1506739,182723,53.6507024403165,40979,31.88041,-101.9667,10810,8,39.243,58.836245925122,79.7275294571875,3078.66
95.916,1451,1415625,1449098,185684,53.6507024403165,40968,31.93864,-101.83344,10503,8,38.958,75.0982042241667,79.7275294571875,3194
131.648,1478,1200845,1388203,209045,53.6507024403165,41085,31.83369,-101.92442,10741,9,39.352,58.836245925122,39.8038348631111,3233.68
123.4073116,1479,1378970,1444110,983084,53.6507024403165,41035,31.92695,-101.84699,10428,4,40.034,58.836245925122,63.9622590229403,1513
78.66,1491,1351808,1345603,218724,53.6507024403165,41057,31.84783,-101.94692,10726,9,39.253,58.836245925122,39.8038348631111,3142.13
120.0347822,1492,1474446,1551766,130878,53.6507024403165,41061,31.79764,-101.79802,11279,9,40.5145714285714,71.0912296375,39.8038348631111,3512.99
87.08,1493,1109640,995147,662647,53.6507024403165,41056,31.95324,-101.85144,10526,4,40.152,58.836245925122,39.8038348631111,1510
