Subarea,Operator.Numeric,County.Numeric,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,DeepestZoneNumeric,Frac.Stages,Treatment.Records,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.
B,27,4,2011,31.52141,-101.986,10884,40,80,1,3,6,1138269,3920893,60.44
B,27,4,2012,31.49269,-101.97111,10755,20,80,1,3,6,1400091,1276705,66.716
A,27,2,2009,31.79952,-102.19981,10500,40,Over 160,7,7,15,857919,863123,39.612
A,2,2,2008,31.82661,-102.08886,10300,160,40,7,6,12,582080,497735,29.636
D,27,1,2008,31.77082,-101.59428,10404,40,160,1,4,9,257881,473171,62.13588059
C,27,2,2012,31.95324,-101.85144,10526,160,20,7,3,6,995147,1121640,87.08
F,13,3,2010,31.53124,-101.46404,10100,40,40,1,1,2,814540,1031347,40.828
C,27,2,2011,31.79699,-101.95311,10697,80,160,7,3,6,941476,907353,51.432
D,27,1,2011,31.95678,-101.70281,10232,40,Over 160,1,3,6,1513148,1317458,107.0470321
B,2,4,2011,31.52391,-102.02159,10905,80,80,7,8,8,774138,838500,56.68
C,13,2,2003,31.86433,-101.9524,10800,40,Sub 20,7,1,1,403560,304080,32.36
B,27,4,2007,31.59152,-102.02548,9203,Over 160,40,5,3,6,476670,195443,32.056
D,27,1,2012,31.91239,-101.68314,10562,Over 160,Over 160,1,3,6,1348977,1219954,79.94
B,3,4,2012,31.62684,-102.07745,11400,80,40,1,1,2,126000,1511728,13.24119333
D,5,1,2011,31.97805,-101.7447,11500,NA,NA,NA,12,12,898544,849450,15.236
E,27,3,2005,31.48677,-101.67704,9221,160,40,7,5,10,505520,357311,72.9921932
A,10,2,2011,31.83699,-102.18537,11370,80,80,1,1,1,849973,1421574,49.24
A,10,2,2011,31.85988,-102.14896,11105,40,160,1,1,1,851126,1565760,105.98
A,12,2,2004,31.7719,-102.07991,10125,80,80,7,2,4,273000,475000,56.3998334
E,2,3,2007,31.4547,-101.61865,8292,40,40,7,2,2,123000,364450,23.78
A,13,2,2003,31.80806,-102.06962,10950,80,80,1,1,1,371330,297696,41.692
B,25,2,2012,31.6533,-102.00592,12020,80,40,1,1,1,304380,405048,286.748
B,5,2,2011,31.71384,-101.93991,11761,40,40,1,11,11,1056441,867836,1.372
B,10,4,2012,31.52731,-102.13358,10681,40,160,7,1,1,723275,1136646,57.84
A,27,2,2011,31.7607,-102.20104,10432,40,160,7,3,6,1312915,975840,90.7
B,13,2,2003,31.71,-102.0196,10500,80,40,7,4,8,210542,283818,34.95435561
D,2,1,2012,31.81294,-101.54123,10980,NA,NA,NA,7,8,520437,695008,10.788
B,13,2,2004,31.693,-102.0273,10515,160,80,7,4,8,170320,295605,43.268
D,13,2,2006,31.96385,-101.80206,10516,160,Sub 20,1,1,1,362004,535458,23.49
C,27,2,2003,31.74105,-101.83669,8900,80,40,7,3,8,473100,181026,48.98034099
B,27,4,2011,31.49217,-102.01876,10752,40,80,1,3,6,1239630,1081580,61.92
A,27,2,2007,31.76434,-102.18843,10752,NA,NA,7,4,8,110139,316905,37.03210804
F,14,1,2011,31.70137,-101.45425,10024,NA,NA,NA,7,15,849500,563500,36.36439764
A,12,2,2009,31.76776,-102.06448,10089,40,40,7,1,3,433600,586200,22.104
C,27,2,2011,31.95106,-101.82864,10446,80,40,6,3,6,1238775,1408227,73.664
C,27,2,2006,31.80842,-101.96577,10526,40,40,7,6,12,667460,451860,27.448
E,2,3,2005,31.46671,-101.62439,8214,40,20,7,2,2,100450,383200,20.16
A,14,2,2011,31.82971,-102.21763,10644,160,80,7,1,1,644499,931392,34.168
F,18,3,2010,31.56388,-101.4551,8651,80,40,7,8,8,NA,NA,12.89341834
F,14,1,2012,31.71186,-101.50558,10182,NA,NA,NA,7,14,826000,552000,19.74
B,13,2,2011,31.70005,-102.02924,10715,80,80,7,1,2,264370,84504,4.216
B,10,4,2011,31.61938,-102.1409,11550,160,Sub 20,1,1,1,471000,951468,106.52
B,3,2,2010,31.69394,-102.07219,10175,40,40,7,6,12,713000,612920,11.7
A,27,2,2011,31.87898,-102.01972,10929,40,Sub 20,6,4,8,1411688,1307592,73.992
A,10,2,2011,31.8464,-102.193,11395,80,40,1,1,1,735000,1042944,36.508
F,18,3,2012,31.61058,-101.40334,8150,40,80,7,1,1,NA,NA,25.484
B,2,4,2010,31.533,-102.01528,10790,40,80,1,3,3,643865,436500,53.86
E,27,3,2008,31.44429,-101.59783,8610,80,40,7,6,12,782240,398987,22.748
F,18,1,2012,31.65633,-101.51698,8831,Over 160,40,7,1,1,NA,NA,78.092
A,2,2,2008,31.77988,-102.17143,10249,40,40,7,5,10,495179,386704,35.972
C,27,2,2003,31.802,-101.96354,10505,40,40,7,5,10,390120,380042,15.96090849
D,5,2,2011,31.95453,-101.77674,10633,40,20,6,4,4,296375,560322,14.964
D,13,1,2011,31.96223,-101.76108,10622,NA,NA,1,1,2,786080,963942,74.564
F,13,1,2011,31.69479,-101.53103,10622,80,160,4,1,2,1329888.027,1118880,36.92
A,27,2,2003,31.78,-101.9609,10500,40,80,7,4,4,199940,341483,42.39503173
E,27,3,2010,31.54392,-101.75716,8598,80,40,7,4,8,533560,230832,43.20116525
F,2,3,2006,31.63872,-101.56208,8215,80,40,5,2,2,123000,365500,30.284
C,2,1,2006,31.77755,-101.77365,9882,80,40,7,7,14,553160,493325,29.40701198
B,17,4,2011,31.54126,-102.07544,10763,40,80,7,8,16,728484,780844,40.5
B,10,4,2012,31.52309,-102.11833,11465,40,Over 160,1,1,1,891950,1473948,137.532
D,14,1,2007,31.74169,-101.6067,8547,80,160,7,4,4,584800,633108,20.072
C,27,2,2007,31.81951,-101.96856,10240,40,80,7,6,12,406660,426162,33.04
A,20,2,2010,31.73556,-102.19671,10499,40,160,6,1,1,831000,1049664,98.26
E,27,3,2005,31.5308,-101.6159,8160,80,40,5,3,6,470140,186612,27.51995035
F,18,3,2011,31.54554,-101.43835,8550,40,20,7,8,8,NA,NA,44.708
E,2,3,2007,31.4033,-101.6784,8350,80,80,7,2,2,123000,363594,20.484
B,27,4,2010,31.64515,-102.03843,10921,40,80,6,11,22,1281980,1336650,60.408
B,2,4,2010,31.52231,-102.02967,10898,80,40,1,5,5,1306003,770500,56.358
F,2,3,2006,31.58157,-101.50855,8512,40,80,7,2,2,172250,507500,33.50169037
A,2,2,2008,31.8212,-102.0958,10320,160,40,7,7,14,800820,589657,28.252
F,14,1,2011,31.68065,-101.43381,10088,40,Over 160,1,7,14,888000,557000,44.064
F,14,1,2012,31.71403,-101.49735,10068,NA,NA,NA,7,14,839000,564000,23.02
B,10,4,2011,31.53259,-102.09487,11465,80,Sub 20,1,1,1,993500,1534806,164.402811
A,27,2,2008,31.77192,-102.20403,10746,NA,NA,7,5,10,295300,408076,16.99490709
B,10,4,2011,31.56336,-102.10938,10693,160,80,7,1,1,732500,1141690.184,59.452
E,2,3,2005,31.50804,-101.666,8360,40,80,7,2,2,100450,383200,17.676
E,2,3,2005,31.42852,-101.6502,8202,40,Sub 20,7,2,2,100450,383200,32.44123301
F,18,3,2008,31.59629,-101.42903,8707,40,20,7,NA,5,NA,NA,20.288
D,14,1,2010,31.7382,-101.61949,10856,80,160,4,8,16,884000,778000,36.072
B,23,4,2012,31.492,-102.04581,10932,40,160,1,1,2,516900,395200,77.016
F,2,3,2006,31.62241,-101.56096,8182,40,40,7,2,2,123000,365500,18.384
C,27,2,2011,31.91579,-101.83796,10626,80,20,6,3,6,1020569,840142,60.336
B,2,4,2008,31.51928,-102.02449,10403,40,160,7,3,3,36500,546000,28.50589361
B,5,4,2010,31.59087,-102.0606,11327,40,80,1,9,9,818300,645011,37.424
C,27,2,2004,31.93425,-101.83609,9397,80,20,7,3,6,388238,304923,46.456
D,6,1,2011,31.86062,-101.7288,10880,40,40,1,1,1,623671,735000,185.44
A,12,2,2008,31.83922,-102.08248,10143,80,160,7,1,2,478000,517000,33.5106793
E,2,3,2007,31.47588,-101.69134,8412,80,20,7,2,2,474289,268624,33.73002076
A,5,2,2011,31.753,-102.04641,11195,40,40,1,10,10,1064281,809681,9.188
F,18,3,2009,31.55643,-101.43818,8532,80,20,7,8,8,NA,NA,44.296
B,13,2,2007,31.6567,-102.0378,10604,40,40,7,1,1,800581,1046220,82.8613699
E,27,3,2008,31.53483,-101.73183,8564,80,40,5,4,8,584747,228308,33.728
C,20,2,2009,31.89466,-101.91771,10672,40,80,7,1,2,996000,1194000,66.556
F,13,3,2010,31.53287,-101.55439,8480,160,80,7,1,2,1253728.027,974232,26.412
A,5,2,2010,31.75393,-102.04231,11250,40,80,1,10,10,896780,799722,8.092
A,12,2,2009,31.84703,-102.04974,10155,40,80,7,1,3,451000,545000,43.372
C,2,1,2008,31.71538,-101.76703,9876,80,40,7,7,14,648070,696928,25.4251233
C,29,2,2010,31.92395,-101.82149,10600,160,20,1,3,5,486000,753318,63.75034099
A,13,2,2006,31.7121,-102.091,10615,40,80,6,1,1,598760,634452,49.28139875
D,27,1,2011,31.97912,-101.70475,10401,80,160,6,3,6,1353425,1533212.367,23.042
E,2,3,2006,31.54104,-101.65438,8359,40,40,7,2,2,123000,353400,27.748
A,13,2,2012,31.80908,-102.22015,11350,40,Over 160,1,1,2,798120,943152,54.692
A,9,2,2006,31.82209,-102.02402,9960,80,160,7,8,8,1036124,1304488,54.64
E,2,3,2003,31.45611,-101.65859,8200,40,40,7,1,1,135000,90365,39.324
B,13,2,2004,31.7225,-101.9655,10510,40,40,7,3,6,175460,222985,17.58
E,27,3,2006,31.60448,-101.65667,8355,160,40,5,3,6,470360,203060,42.556
D,27,1,2009,31.77052,-101.6114,10488,40,40,6,5,13,516840,520460,16.288
B,17,4,2011,31.54673,-102.11313,10896,40,80,7,8,16,778358,563586,63.59055022
E,2,3,2004,31.52338,-101.63121,8337,40,40,7,2,2,350000,220506,23.852
A,27,2,2012,31.89295,-102.01074,11236,40,Sub 20,1,5,10,1528015,1407711,133.616
E,27,3,2007,31.57805,-101.63961,8307,160,40,7,3,6,486860,184506,23.532
A,13,2,2003,31.80695,-102.04137,11000,40,40,7,1,1,284200,320628,51.36853882
B,2,4,2008,31.51385,-102.03133,10081,40,160,7,3,3,36500,516000,36.45196917
F,18,3,2010,31.57422,-101.39962,8417,40,Over 160,7,8,8,NA,NA,36.188
E,2,3,2008,31.51162,-101.66719,8298,40,40,7,2,2,293100,242240,19.328
F,27,3,2012,31.56379,-101.39971,8614,80,80,7,3,6,1260620,1036800,46.472
E,27,3,2010,31.52989,-101.74538,10705,40,20,6,10,20,999885,1151228,41.48374654
A,13,2,2004,31.80361,-102.04028,10100,40,80,7,1,1,452250,366408,31.45750307
E,27,3,2003,31.62843,-101.74845,8590,Over 160,40,5,3,6,668600,196946,26.152
D,2,1,2011,31.82961,-101.55073,10848,40,80,4,5,6,533788,617300,53.116
D,3,2,2010,31.94021,-101.80586,10506,40,20,6,1,2,559956,59240,25.856
E,27,3,2003,31.53781,-101.6181,8210,80,40,5,3,8,468860,201980,29.088
B,13,2,2003,31.69204,-101.99936,10500,40,160,7,4,7,293688,352536,75.676
B,10,4,2010,31.51556,-102.10229,10590,80,Over 160,7,1,2,892500,18000,93.748
C,13,2,2008,31.85843,-101.96404,10947,40,20,1,1,2,800960,789222,29.731
E,2,3,2006,31.53222,-101.63673,8334,20,20,7,2,2,676500,365750,16.568
C,27,2,2011,31.83718,-101.92557,10745,40,20,6,4,8,930948,708488,87.176
B,17,4,2011,31.56052,-102.0767,10885,80,80,7,5,10,573320,557016,47.492
E,2,3,2006,31.43181,-101.65224,8210,40,40,7,2,2,104941,393965,29.852
E,2,3,2004,31.51931,-101.68288,8418,40,40,7,2,2,360000,367506,32.723344
B,17,4,2010,31.55133,-102.09619,10840,160,80,7,8,16,938079,1180146,73.564
A,10,2,2012,31.84901,-102.1662,11110,40,40,1,1,1,846000,1353282,84.272
E,27,3,2012,31.52189,-101.73661,10615,80,Sub 20,6,3,6,883655,859969,29.30455739
B,27,4,2011,31.50995,-102.00983,10882,80,160,1,3,6,1080119,1009694,35.784
C,27,2,2012,31.83539,-101.96525,11175,40,160,1,3,6,1376898,1445226,131.848
A,11,2,2012,31.86447,-102.01949,11510,160,Sub 20,1,1,1,970400,897120,164.344
F,27,1,2008,31.68763,-101.61187,8338,80,40,5,4,8,580155,223988,22.828
A,13,2,2003,31.78964,-102.17907,11000,80,80,7,1,1,392150,367584,55.27195048
A,13,2,2004,31.78981,-102.06841,10765,80,40,7,1,1,325190,329532,69.96060032
D,27,1,2012,31.9998,-101.65399,10178,80,160,NA,3,6,1375887,1236605,94.26
B,13,2,2007,31.70324,-101.99955,10865,40,160,7,1,1,500122,732564,72.94253599
E,2,3,2007,31.46904,-101.61579,8062,20,20,7,2,2,123000,363594,10.67964234
B,27,4,2003,31.5609,-101.94454,9313,80,80,7,3,8,471980,200342,27.11062516
A,13,2,2006,31.77891,-102.06478,10849,80,40,7,1,1,613250,665322,43.964
E,27,3,2003,31.60893,-101.75121,8690,160,40,7,3,8,470980,200760,45.448
B,28,4,2008,31.55367,-101.95957,10035,40,40,7,3,3,365875,400250,39
A,2,2,2008,31.72217,-102.20576,10092,80,40,7,7,14,680379,629151,56.996
F,14,1,2011,31.68975,-101.44101,10085,40,Over 160,1,7,14,800000,645000,41.33660355
A,27,2,2012,31.76297,-102.1924,10497,40,80,7,3,6,1197571,1349339,28.744
B,3,2,2010,31.6799,-102.01884,10415,160,40,7,6,12,783000,1011990,10.352
B,10,4,2010,31.52919,-102.12475,10563,40,Over 160,7,1,2,673200,14500,71.148
C,27,2,2006,31.85266,-101.97081,10380,40,160,7,6,12,405820,466099,37.752
A,10,2,2011,31.85225,-102.1671,10990,40,40,1,1,1,956000,1533924,68.68
E,27,3,2008,31.44557,-101.58996,8600,80,40,7,6,12,713091,478754,30.744
A,13,2,2005,31.8385,-101.9844,10530,80,80,7,6,12,422040,459354,21.948
C,13,2,2009,31.86993,-101.96326,10890,80,Sub 20,1,1,2,597980,738906,49.59876072
E,2,3,2005,31.52521,-101.65785,8314,40,40,7,2,2,100450,383200,29.104
E,2,3,2007,31.47884,-101.63051,8112,40,80,7,2,2,293100,240240,19.898
F,19,1,2011,31.67198,-101.49734,10373,80,160,3,5,9,1167000,2031500,152.468
E,2,3,2007,31.53085,-101.68287,8309,40,40,7,2,2,293100,337020,37.668
B,13,4,2006,31.6331,-102.0253,10546,80,40,7,1,1,946180,848862,97.30476843
D,4,1,2012,31.80143,-101.56103,10236,NA,NA,NA,1,2,175000,1344942,82.908
D,11,1,2012,31.81841,-101.56479,10615,160,Over 160,NA,1,1,809068,907368,27.64
F,18,3,2008,31.56718,-101.42522,8715,40,20,7,NA,7,NA,NA,49.432
B,25,4,2012,31.63613,-101.91497,11606,80,40,1,1,1,876280,989142,101.464
A,13,2,2006,31.78545,-102.19527,10713,80,160,7,1,1,600100,579726,20.72
B,16,4,2011,31.54724,-102.1308,10554,80,40,7,1,1,978413,1211154,106.628
A,27,2,2007,31.79489,-102.20301,10510,80,Over 160,7,7,14,405560,711813,32.612
A,13,2,2006,31.71644,-102.08857,10609,40,80,6,1,1,538660,13294,32.14
D,27,1,2011,31.83816,-101.59794,10152,40,Over 160,NA,4,8,1451372,1519371,113.672
F,13,3,2010,31.53491,-101.46822,10115,160,40,1,1,2,1234463.945,1123794,60.988
B,10,4,2009,31.61163,-102.16073,10226,160,40,7,1,1,430101,891129,46.908
A,12,2,2011,31.84726,-102.04626,10140,40,40,7,1,3,500000,545500,34.888
D,27,1,2009,31.97545,-101.66831,9996,40,Over 160,7,6,12,449794,878409,55.764
E,27,3,2006,31.55037,-101.76306,8670,40,40,7,3,6,416800,180090,38.7437565
F,14,1,2011,31.72947,-101.44898,10092,40,Over 160,6,5,10,627000,529000,23.62
D,4,1,2008,31.9583,-101.69382,10500,80,Over 160,6,8,16,413900,547689,66.2739258
B,13,4,2004,31.6502,-102.049,10502,80,80,7,3,6,116000,294444,33.648
E,27,3,2004,31.58082,-101.72859,8615,160,40,7,3,6,471060,200636,32.49670036
E,2,3,2005,31.51191,-101.63203,8283,40,40,7,2,2,100450,383200,18.928
B,10,4,2011,31.53152,-102.11636,10584,40,Over 160,7,1,1,735000,1092651,60.584
E,2,3,2007,31.51335,-101.67661,8350,40,40,7,2,2,293100,337020,37.62
A,13,2,2005,31.7375,-102.06435,10510,40,160,7,3,6,161200,212335,35.008
C,27,2,2006,31.84853,-101.8936,10004,40,40,7,6,12,406160,473472,86.956
F,27,1,2005,31.67149,-101.5849,8240,80,20,7,4,8,488570,280797,28.60094527
F,18,3,2011,31.62717,-101.4412,8281,80,40,7,7,7,NA,NA,24.276
A,13,2,2006,31.74055,-102.0019,11111,40,80,6,1,1,715960,588168,61.528
E,2,3,2003,31.4905,-101.66057,8252,80,40,7,1,1,289760,172536,15.7871887
E,27,3,2006,31.5865,-101.63343,8260,40,40,7,3,6,473540,191211,22.828
E,2,3,2008,31.47911,-101.66069,8220,40,40,7,2,2,271750,208000,25.54
F,18,3,2010,31.54139,-101.40017,8374,40,40,7,8,8,NA,NA,44.404
A,9,2,2006,31.82392,-102.01581,10521,80,80,7,3,5,349486,344764,36.5817199
A,10,2,2011,31.79605,-102.11882,11140,160,40,1,1,2,700740,1028438,60.616
B,2,4,2011,31.55056,-102.02138,10872,40,160,7,4,4,678625,716000,85.712
D,26,1,2012,31.96911,-101.67954,10251,40,Over 160,NA,1,2,2771860,656428,30.164
E,2,3,2004,31.55144,-101.64,8336,40,40,7,2,2,362000,367506,42.43844071
E,20,3,2007,31.48091,-101.71941,9300,80,40,7,1,1,601000,676032,33.176
E,27,3,2003,31.56325,-101.65698,8355,80,40,7,3,6,470290,191715,24.1
E,2,3,2005,31.43174,-101.66913,8236,40,40,7,2,2,100450,383200,21.596
F,18,3,2010,31.60762,-101.46296,8720,80,40,7,8,8,NA,NA,23.924
D,11,1,2011,31.82485,-101.58966,10539,40,Over 160,3,1,1,955869,1028748,124.084
B,3,4,2011,31.64144,-102.07267,11584,80,40,1,1,1,150000,NA,6.809624121
F,18,3,2010,31.64136,-101.43021,8275,40,160,7,7,7,NA,NA,137.964
B,16,4,2010,31.53888,-102.11375,10565,40,160,7,1,1,1216320,1365462,50.188
B,10,4,2011,31.51306,-102.09707,11389,40,Over 160,1,1,1,870000,1361934,140.7955167
F,18,3,2010,31.56774,-101.4763,8710,160,20,7,8,8,NA,NA,46.31872541
E,27,3,2006,31.58488,-101.64377,8260,80,20,5,3,4,470095,193889,37.32541472
D,2,1,2007,31.74408,-101.73978,9850,160,40,7,6,12,535260,400174,20.67705873
D,5,1,2012,31.93254,-101.7128,11320,40,80,8,10,20,991305,949662,43.46283285
A,12,2,2006,31.761,-102.04465,10061,40,80,7,1,2,105000,360500,16.55643722
E,2,3,2008,31.50484,-101.68249,8355,40,40,7,2,2,293100,242240,30.556
D,2,1,2008,31.7278,-101.72911,9878,40,40,7,6,12,638440,466207,11.934
C,27,2,2010,31.84879,-101.94282,10596,40,80,7,6,12,775966,777462,46.992
F,2,1,2007,31.66779,-101.55234,8181,160,80,7,2,2,123000,366450,15.424
B,10,4,2006,31.49847,-102.07903,10662,40,Over 160,7,1,2,788000,967900,99.872
B,13,2,2003,31.6806,-102.0678,10525,80,40,7,4,8,174500,284749,34.74
D,25,1,2011,31.77637,-101.5826,11328,80,160,4,1,1,1207360,915348,43.24659366
C,27,2,2012,31.84216,-101.90455,10637,40,20,1,4,8,1395880,1420266,89.4
E,2,3,2006,31.52284,-101.64225,8295,20,20,7,2,2,100450,383200,27.228
C,13,2,2009,31.87247,-101.96851,10990,40,Sub 20,1,1,3,761600,605094,76.10923649
C,27,2,2005,31.78416,-101.86358,8985,20,40,7,2,4,337440,141530,25.23054799
C,25,2,2012,31.90127,-101.91037,11600,80,40,4,1,1,1135680,1675674,63.7
D,11,1,2011,31.81348,-101.57206,10505,80,Over 160,3,1,1,884922,1013334,95.452
B,10,4,2011,31.49245,-102.05501,10665,80,40,7,1,1,732500,1139905.184,128.1435505
A,13,2,2003,31.8181,-101.9911,10515,80,80,7,4,8,171000,294361,38.64026668
F,14,1,2011,31.72083,-101.49947,10057,80,Over 160,7,7,14,839500,537000,6.988
E,27,3,2004,31.5407,-101.62262,8270,80,40,5,3,6,471420,194756,38.304
E,2,3,2007,31.47216,-101.70784,8476,80,20,7,2,2,325300,269073,26.652
C,2,2,2006,31.77573,-101.78187,9900,80,40,7,6,12,521720,431475,30.31831686
C,27,2,2003,31.71408,-101.80575,8840,160,40,7,3,8,471920,215336,44.628
B,27,4,2008,31.5183,-101.91536,8468,40,40,5,3,6,479800,164013,32.132
F,13,3,2010,31.57999,-101.52292,9710,160,80,7,1,2,847480,769902,46.94832687
E,27,3,2008,31.57525,-101.71147,8595,20,20,7,3,6,469960,196371,5.784
B,13,2,2007,31.70771,-101.99648,10871,80,80,7,1,1,651880,528276,50.2
C,27,2,2012,31.85604,-101.90967,10664,160,40,6,4,8,1320008,1221621,55.836
B,3,4,2010,31.64466,-102.05608,10140,40,40,7,6,12,730000,686950,35.896
D,5,1,2009,31.95289,-101.72332,10262,160,Over 160,1,1,2,314800,735054,26.556
A,13,2,2004,31.74256,-101.97648,11077,40,40,7,1,1,350780,410088,54.928
F,18,3,2010,31.56021,-101.45084,8612,80,20,7,8,8,NA,NA,13.324
F,13,1,2011,31.67115,-101.52251,10680,80,80,4,1,2,905898,1105860,10.636
A,2,2,2008,31.73671,-102.19262,10205,40,40,7,7,14,508180,648880,47.458
B,13,4,2006,31.6206,-102.0615,10410,80,80,7,1,1,947126,1318170,200.612
E,2,3,2003,31.48383,-101.62316,8270,40,40,7,1,1,284000,113000,41.02
B,27,4,2008,31.49853,-101.97049,10658,40,80,7,8,16,883105,817606,34.36550187
C,27,2,2012,31.82346,-101.96595,11135,40,160,1,5,10,1347850,1499424,90.432
F,4,1,2012,31.67782,-101.50887,10240,NA,NA,NA,1,2,112000,1645170,44.73512294
B,27,2,2010,31.72936,-101.93595,10895,40,40,7,9,18,897850,872874,39.588
A,13,2,2003,31.7568,-102.1723,10900,160,80,6,1,1,3112480,313992,32.696
E,27,3,2006,31.55974,-101.72159,8517,160,40,5,4,8,607000,253094,56.76203076
C,27,2,2011,31.84301,-101.93189,10740,40,40,6,4,7,1251542,1166157,44.324
A,13,2,2004,31.8105,-102.10881,10099,40,40,7,3,7,223000,161750,36.412
E,2,3,2005,31.52156,-101.63945,8303,40,40,7,2,2,100450,383200,33.272
B,10,4,2009,31.51367,-102.10995,10410,40,Over 160,7,1,2,675000,827835,53.768
F,2,3,2007,31.64513,-101.56794,8122,80,40,7,2,2,397500,147484,27.024
C,27,2,2011,31.83978,-101.97666,10875,NA,NA,6,3,6,942201,912874,94.484
E,2,3,2006,31.52635,-101.65416,8345,40,20,7,2,2,123000,365750,28.096
A,10,2,2012,31.84474,-102.12422,11245,80,Sub 20,1,1,2,496525,988889,70.06
D,2,1,2007,31.74807,-101.72345,9775,40,40,7,5,9,702360,326653,19.20842649
F,2,3,2011,31.49649,-101.48185,9795,80,40,7,5,5,860188,941900,45.544
B,2,4,2010,31.56503,-101.91028,10825,40,40,6,7,7,659375,763000,11.04
E,2,3,2004,31.49518,-101.62236,8206,40,40,7,2,2,351130,183782,19.024
B,13,4,2006,31.6311,-102.0336,10545,80,80,7,1,1,801640,677796,69.67213496
F,3,1,2011,31.7026,-101.59822,10610,80,40,1,1,2,125000,151200,3.42574173
B,2,4,2011,31.53275,-102.03303,10835,80,40,6,7,7,604688,743500,75.196
A,12,2,2010,31.85388,-102.05201,10152,80,40,7,1,3,488000,560750,62.456
C,27,2,2003,31.72589,-101.85365,9000,80,40,7,3,7,313940,192330,23.53290545
F,2,3,2007,31.63719,-101.55234,8111,40,80,7,2,2,123000,365484,39.956
E,27,3,2005,31.57995,-101.649,8360,80,Sub 20,7,3,6,470340,187249,43.03807665
A,13,2,2005,31.7095,-102.0862,10515,40,80,7,4,8,189380,289120,38.44772302
E,27,3,2010,31.52035,-101.76218,8665,80,40,5,4,8,524033,237396,19.544
D,2,1,2011,31.83431,-101.54715,10880,80,20,8,7,7,484688,656000,49.16
F,18,3,2012,31.61735,-101.43469,8233,40,80,7,1,1,NA,NA,53.61673798
A,27,2,2007,31.80603,-102.1887,10537,NA,NA,7,6,12,478126,700230,50.89287072
E,2,3,2008,31.51211,-101.68209,8314,20,40,7,2,2,293100,242240,37.644
D,27,1,2012,31.88452,-101.73701,10457,NA,NA,NA,4,7,1426469,1433542,91.968
B,10,4,2005,31.49799,-102.06553,10775,40,160,7,1,2,1208031.973,1246198.184,106.1477728
F,18,3,2011,31.5676,-101.46352,8650,80,20,7,7,7,NA,NA,27.824
F,2,3,2003,31.63937,-101.57493,8050,160,40,5,3,6,461800,177200,33.07515132
F,13,1,2011,31.68072,-101.52661,10540,80,160,3,1,2,1139711.973,1144710,58.952
A,2,2,2006,31.69046,-102.19558,10067,40,40,7,6,12,445620,468844,56.172
C,27,2,2007,31.79768,-101.78441,8967,160,40,5,3,6,473620,201993,30.988
F,18,3,2010,31.62199,-101.45073,8293,80,160,7,7,7,NA,NA,20.028
C,13,2,2008,31.85329,-101.96239,11040,40,40,1,1,2,897700,303492,71.68747308
A,13,2,2005,31.8199,-102.06746,10905,40,80,7,1,1,351360,407064,61.45273928
B,27,4,2011,31.51676,-102.00374,10890,40,80,1,3,6,1799100,1074630,54.856
B,13,2,2005,31.6835,-101.9893,10515,20,Over 160,7,4,8,190640,297630,48.6
B,27,4,2011,31.5197305,-101.9528889,10854,40,40,1,3,6,1479543,1408510,65.012
F,27,3,2006,31.57699,-101.59526,8125,80,40,5,3,6,452300,197568,24.652
B,10,4,2012,31.51054,-102.06048,11506,40,40,1,1,1,973500,1532874,58.896
C,13,2,2009,31.86541,-101.96618,11030,80,Sub 20,1,1,2,848110,1158444,48.39886208
E,27,3,2008,31.61497,-101.76866,10657,Over 160,20,7,5,12,256111,472366,13.824
B,27,4,2006,31.53011,-101.94534,9614,40,40,7,6,12,523720,439552,41.41698122
D,6,1,2011,31.81484,-101.66631,10870,80,40,3,1,1,1261120,1001406,35.636
E,27,2,2009,31.69924,-101.79477,8872,40,20,7,3,6,420186,159664,27.54
A,24,2,2006,31.7972,-102.03435,10999,40,160,1,1,2,496700,441500,41.82115739
A,13,2,2004,31.7326,-101.987,10492,80,160,7,4,8,181500,283100,46.61631594
