Subarea,Operator,County,Completion.Year,Depth.Total.Driller..ft.,Deepest_Zone,Top_Zone,Frac.Stages,Number,Depth.Top,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size,EUR_o..Mstb.
6,3,4,2005,8259,8,4,2,2,7830,10,4,18,7,20.695
3,14,3,2005,10510,8,3,3,6,9592,7,4,1,1,48.332
6,3,4,2005,8374,8,2,2,2,7123,10,4,18,7,19.968
6,3,4,2005,8310,8,2,2,2,7945,10,4,18,7,37.72
3,14,3,2005,10530,8,3,4,8,10148,7,4,1,1,46.052
6,3,4,2005,8360,8,4,2,2,7946,10,4,18,7,17.676
6,3,4,2005,8327,8,4,2,2,7933,10,4,18,7,41.124
6,28,4,2005,9334,8,4,5,10,8227,2,7,12,1,44.232
6,28,4,2005,9270,8,4,5,11,8970,7,4,1,7,63.044
6,28,4,2005,9206,8,2,5,11,8936,7,4,1,7,51.593164
6,28,4,2005,9250,8,4,5,11,8856,7,4,1,7,38.388
2,14,3,2005,10937,8,3,1,1,8390,4,4,18,1,48.189071
6,28,4,2005,9260,8,4,5,10,8985,7,4,1,7,35.160054
6,3,4,2005,8327,8,4,2,2,7791,10,4,18,7,28.22
3,14,3,2005,10510,8,3,4,8,10120,7,4,1,1,65.735084
3,14,3,2005,10520,8,3,4,8,10135,7,4,1,1,43.884
6,3,4,2005,8322,8,2,2,2,7871,10,4,1,7,24.644
6,3,4,2005,8239,8,4,2,2,7702,10,4,18,7,20.258282
2,14,3,2005,10513,8,4,3,6,9678,7,4,1,1,17.388
6,3,4,2005,8265,8,4,2,2,7839,10,4,1,7,29.104
2,13,3,2005,11478,8,4,1,2,7938,10,4,1,1,74.952851
5,14,2,2005,10255,8,2,1,1,5802,4,4,18,7,39.14124
6,3,4,2005,8359,8,4,2,2,7993,10,4,18,7,49.332033
6,3,4,2005,8370,8,4,2,2,7977,10,4,18,7,17.352
6,3,4,2005,8310,8,4,2,2,7910,10,4,18,7,22.072
3,14,3,2005,10515,8,3,4,8,10165,7,4,1,1,48.6
3,14,5,2005,10515,8,3,4,8,10184,7,4,10,1,27.552
2,13,3,2005,11485,8,4,2,4,9433,12,4,1,1,83.324
6,28,4,2005,8325,6,4,3,6,6571,12,4,1,7,17.6
3,14,3,2005,10510,8,3,4,8,8475,7,4,1,1,42.732
6,3,4,2005,8339,8,4,2,2,7917,10,4,18,7,40.668
6,28,4,2005,8345,6,4,3,6,6544,12,4,1,7,13.952
2,14,3,2005,10530,8,3,4,8,8400,7,4,1,1,28.530843
3,14,3,2005,10500,8,3,4,8,8426,7,4,1,1,46.864
7,28,4,2005,8290,8,4,3,6,6510,12,4,1,7,16.38451
4,28,3,2005,8850,8,3,2,4,7836,12,4,1,7,31.136
6,3,4,2005,8272,8,4,2,2,7784,10,4,18,7,18.104
6,3,4,2005,8325,8,4,2,2,7869,10,4,18,7,24.416
6,28,4,2005,8335,6,4,3,6,6609,12,4,1,7,17.988
2,14,3,2005,10515,8,3,4,8,10175,7,4,10,1,38.447723
6,3,4,2005,8202,8,4,2,2,7698,10,4,18,7,32.441233
3,14,3,2005,10500,8,3,4,8,10252,7,4,10,1,33.832
2,14,3,2005,10520,8,3,4,8,10265,7,4,10,1,11.199
6,28,4,2005,8360,8,4,3,6,6565,12,4,1,7,43.038077
4,28,3,2005,8985,8,3,2,4,7915,12,4,21,7,25.230548
6,28,4,2005,8160,6,4,3,6,6446,12,4,1,7,27.51995
2,14,3,2005,10540,8,3,4,8,10289,7,4,10,1,41.208
6,3,4,2005,8204,8,2,2,2,7690,10,4,18,7,37.3
2,14,3,2005,11102,8,3,1,1,8160,10,4,18,7,52.128
6,3,4,2005,8303,8,4,2,2,7883,10,4,18,7,33.272
3,14,3,2005,11265,8,4,1,1,8225,7,4,10,7,68.128
2,14,3,2005,10525,8,4,4,8,10162,7,4,1,1,49.848228
3,14,3,2005,11250,8,3,1,1,8290,12,4,21,1,91.768
6,28,4,2005,8230,8,4,3,6,6435,12,4,1,7,31.244
6,28,4,2005,8215,6,4,3,6,6480,12,4,1,7,34.848
6,3,4,2005,8320,8,4,2,2,7873,10,4,18,7,24.496
6,3,4,2005,8360,8,4,2,2,7915,10,4,18,7,36.558317
2,14,3,2005,11015,8,3,1,1,8294,12,4,18,7,29.26985
4,14,3,2005,11700,8,4,1,1,8051,10,4,1,1,65.474043
2,14,3,2005,10510,8,3,4,8,10262,7,4,10,1,57.032
6,28,4,2005,8282,8,4,2,4,7087,12,4,1,7,35.212
4,28,3,2005,8814,8,3,2,4,7803,12,4,21,7,33.076
6,3,4,2005,8451,8,2,2,2,8011,10,4,18,7,36.764
2,14,3,2005,10530,8,3,6,12,8173,7,4,1,1,21.948
6,3,4,2005,8314,8,4,2,2,7931,10,4,18,7,29.104
2,14,3,2005,10980,8,3,1,1,8296,7,4,21,7,77.381344
6,3,4,2005,8180,8,4,2,2,7729,10,4,18,7,26.688
6,3,4,2005,8214,8,4,2,2,7671,10,4,18,7,20.16
2,14,3,2005,10530,8,3,6,12,9998,7,4,1,1,55.664
2,14,3,2005,10550,8,3,6,12,9938,7,4,1,1,43.372
7,28,4,2005,8190,8,4,2,4,6469,12,4,1,7,37.940333
6,3,4,2005,8235,8,4,2,2,7635,10,4,1,7,23.784
6,3,4,2005,8254,8,4,2,2,7820,10,4,1,7,33.556
7,28,4,2005,8065,8,4,3,6,6269,12,4,21,7,21.156
2,14,3,2005,10610,8,4,1,1,8121,10,4,1,1,37.848
6,3,4,2005,8253,8,4,2,2,7801,10,4,20,7,33.424
6,3,4,2005,8260,8,4,2,2,7745,10,4,20,7,37.092
4,28,3,2005,10485,8,3,6,12,9989,12,4,1,7,71.588
2,14,3,2005,10714,8,3,1,1,8632,10,4,1,1,42.156
2,13,3,2005,10125,8,4,1,2,7944,10,4,1,1,67.949761
6,28,4,2005,9221,8,4,5,10,8802,7,4,1,7,72.992193
6,3,4,2005,8124,8,4,2,2,7743,10,4,18,7,25.304
4,28,3,2005,10501,8,3,6,12,9982,12,4,1,7,58.856
7,3,4,2005,8500,8,4,2,2,7610,10,4,18,7,36.318885
3,11,5,2005,10775,8,4,1,2,7332,12,4,1,7,106.147773
6,3,4,2005,8236,8,4,2,2,7810,10,4,1,7,21.596
2,28,3,2005,10125,8,4,5,10,9704,7,4,1,7,39.184
2,13,3,2005,10127,8,4,1,2,7819,10,4,1,1,32.935054
7,28,4,2005,8132,6,4,3,6,6308,12,4,1,7,10.568
7,28,4,2005,8150,8,4,3,6,6357,12,4,1,7,22.956
6,3,4,2006,8182,8,2,2,2,7750,10,4,1,7,21.984
7,3,4,2006,8526,8,4,2,2,7575,10,4,1,7,31.956
7,3,4,2006,8480,8,4,2,2,7583,10,4,1,7,38.865794
3,14,3,2006,10600,8,3,1,1,8232,10,4,1,1,75.82
2,28,3,2006,10090,8,4,6,12,9957,7,4,1,7,44.904
4,28,3,2006,10526,8,3,6,12,10095,12,4,1,7,27.448
6,3,4,2006,8209,8,4,2,2,7759,10,4,18,7,21.460321
6,3,4,2006,8295,8,4,2,2,7905,10,4,18,7,27.228
4,28,3,2006,10012,8,3,5,10,9616,12,4,1,7,59.181292
4,28,3,2006,10022,8,3,6,12,9711,12,4,1,7,40.264113
4,28,3,2006,10510,8,3,6,12,10010,12,4,1,7,28.836
2,14,3,2006,10609,7,4,1,1,8317,10,4,1,1,32.14
6,3,4,2006,8242,8,4,2,2,7877,10,4,18,7,34.4
7,3,2,2006,8064,8,2,2,2,7641,10,4,18,7,42.264
2,25,3,2006,10999,2,3,1,2,8278,7,4,10,7,41.821157
7,3,2,2006,8243,8,2,2,2,6311,10,4,1,7,12.48
4,28,3,2006,10515,8,6,4,9,9264,8,1,16,1,23.084
2,13,3,2006,10125,8,4,1,1,7941,7,4,19,1,73.06722
2,25,3,2006,11026,2,3,1,2,8210,12,4,18,7,35.284
7,3,4,2006,8510,8,4,2,3,7590,10,4,1,7,51.068456
3,28,5,2006,9614,8,4,6,12,9507,7,4,1,7,41.416981
2,14,3,2006,10849,8,3,1,1,8356,10,4,12,1,43.964
3,14,3,2006,10630,8,4,1,2,8208,10,4,1,1,32.128
6,3,4,2006,8269,6,2,2,2,7863,10,4,18,7,23.482655
3,28,5,2006,9289,8,4,3,6,7533,12,4,1,7,30.184
2,28,3,2006,10330,8,3,5,9,9766,7,4,1,7,34.48
4,28,3,2006,10535,8,3,6,12,9928,7,4,1,7,37.688
4,28,3,2006,10380,8,3,6,12,9838,12,4,1,7,37.752
7,28,4,2006,8125,6,4,3,6,6381,12,4,1,7,24.652
6,28,4,2006,8525,6,4,3,6,6799,12,4,1,7,31.108
2,28,3,2006,10331,8,4,5,10,9780,12,4,1,7,33.231614
6,3,4,2006,8254,8,4,2,2,7747,10,4,1,7,27.684
4,28,3,2006,10492,8,3,6,11,10136,12,4,1,7,50.748
2,13,3,2006,10061,8,3,1,2,8565,4,4,1,7,16.556437
3,14,3,2006,10611,8,3,1,1,8128,4,4,18,7,39.333139
2,14,3,2006,10615,7,3,1,1,8380,4,4,18,7,49.281399
6,28,4,2006,8500,6,4,3,6,6771,12,4,1,7,30.32446
7,3,2,2006,8223,8,4,2,2,7356,10,4,18,7,39.468
6,28,4,2006,8260,6,4,3,4,6539,12,4,1,7,37.325415
7,3,2,2006,8255,8,4,2,2,7411,10,4,1,7,18.551492
2,14,3,2006,10713,8,3,1,1,8721,4,4,21,7,20.72
4,28,3,2006,10494,8,3,6,11,10234,7,4,1,7,47.92
2,14,3,2006,10626,7,3,1,2,8395,10,4,1,7,32.8
4,28,3,2006,10017,8,3,6,12,9605,7,4,1,7,40.772822
3,28,5,2006,9455,8,4,3,6,7750,12,4,1,7,28.948667
7,3,2,2006,8205,8,2,2,2,6275,10,4,18,5,12.164
6,3,4,2006,8418,8,4,2,2,7890,10,4,9,7,25.124
7,3,4,2006,8500,8,4,2,2,7572,10,4,1,1,30.248
7,3,4,2006,8500,8,4,2,2,7519,10,4,9,7,26.394117
2,28,3,2006,10255,8,2,5,10,7736,12,4,1,7,22.826287
6,3,4,2006,8210,8,4,2,2,7716,10,4,1,7,29.852
6,28,4,2006,8505,6,4,3,6,6728,12,4,1,7,40.679322
7,28,4,2006,8215,6,4,3,4,6481,12,4,1,7,28.104
4,28,3,2006,10004,8,3,6,12,9554,12,4,1,7,86.956
7,3,2,2006,8283,8,2,2,2,7453,10,4,1,7,10.876
4,28,3,2006,10163,8,4,5,10,7639,12,4,1,7,34.499353
2,28,3,2006,10374,8,3,5,10,9868,7,4,1,7,55.808054
7,28,4,2006,8294,8,4,3,4,6493,12,4,1,7,29.632
7,3,4,2006,8510,8,4,2,2,7575,10,4,1,7,36.416
7,3,4,2006,8061,8,4,2,2,7715,10,4,18,7,27.472
3,14,3,2006,11260,8,4,1,1,8153,4,4,18,7,48.112
2,14,3,2006,10435,8,2,1,1,7845,4,4,10,7,39.92
2,28,3,2006,10341,8,3,4,7,9793,12,4,1,7,19.248226
2,28,3,2006,10285,8,4,6,11,9911,7,4,1,7,56.73353
6,28,4,2006,8539,8,4,3,4,6812,12,4,1,7,43.984839
6,28,4,2006,8491,6,4,3,6,6755,12,4,1,7,41.236928
6,28,4,2006,8565,6,4,2,5,6838,2,7,1,1,29.32501
7,3,4,2006,8267,6,4,2,2,7735,10,4,1,7,23.707057
7,3,4,2006,8512,8,2,2,2,7555,10,4,18,7,33.50169
4,3,3,2006,9973,8,4,6,12,9476,7,4,1,7,27.264
7,3,4,2006,8101,8,2,2,2,7693,10,4,18,7,20.3
2,14,3,2006,11176,8,3,1,1,8577,4,4,18,7,39.916
4,28,3,2006,10336,8,3,6,11,9834,7,4,1,7,52.692
3,14,5,2006,10500,8,4,1,1,7737,5,4,12,1,98.168
6,3,4,2006,9112,8,2,2,2,7842,10,4,18,7,20.248
3,14,3,2006,11258,8,3,1,1,8277,4,4,18,7,36.552
6,28,4,2006,8425,6,2,3,6,6685,12,4,1,7,41.952
6,3,4,2006,8311,6,4,2,2,7922,10,4,18,7,35.493909
7,3,4,2006,8072,8,4,2,2,7687,10,4,18,7,26.04
7,28,4,2006,8116,8,4,4,5,7940,2,7,12,1,10.38
3,11,5,2006,10675,8,4,1,2,7397,12,4,1,7,65.876
6,3,4,2006,8508,8,4,2,2,8070,10,4,18,7,27.336
6,3,4,2006,8505,8,2,2,2,8110,10,4,18,7,38.029231
6,3,4,2006,8339,8,2,2,2,7927,10,4,1,7,31.58
7,28,4,2006,8160,8,4,3,4,7890,2,7,15,1,43.676
7,3,2,2006,8103,8,2,2,2,7659,10,4,18,7,30.18
6,3,4,2006,8351,8,2,2,2,7975,10,4,18,7,46.372
6,3,4,2006,8317,8,4,2,2,7908,10,4,18,7,27.8
6,3,4,2006,8334,8,2,2,2,7964,10,4,18,7,25.051089
3,14,5,2006,10545,8,2,1,1,7353,4,4,18,7,69.672135
3,14,5,2006,10405,8,4,1,2,7745,4,4,1,1,111.2085
3,14,5,2006,10546,8,2,1,1,7340,4,4,1,1,97.304768
3,11,5,2006,10655,8,4,1,2,7312,12,4,1,1,63.793522
4,28,3,2006,10126,8,3,6,12,9804,7,4,1,7,57.444
6,28,4,2006,8456,6,4,3,6,6724,12,4,1,7,41.936
6,3,4,2006,8313,8,4,2,2,7866,10,4,1,1,40.748
4,28,3,2006,10120,8,3,6,12,10003,7,4,1,7,55.772
2,14,3,2006,10817,7,3,1,1,8262,4,4,18,7,21.781946
2,14,3,2006,11111,7,3,1,1,8193,4,4,18,1,61.528
2,14,3,2006,11247,8,3,1,1,8630,4,4,18,7,45.819848
6,3,4,2006,8345,8,2,2,2,7939,10,4,1,7,28.096
6,3,4,2006,8342,8,2,2,2,7958,10,4,1,7,32.076
7,28,2,2006,8835,8,4,3,3,8190,4,4,1,1,46.042316
2,3,3,2006,10500,8,4,5,10,9719,7,4,1,7,33.84
6,28,4,2006,8355,6,4,3,6,6589,12,4,1,7,42.556
2,13,3,2006,10143,8,4,1,1,7954,4,4,1,7,102.286549
6,3,4,2006,8215,8,4,2,2,7727,10,4,1,7,23.508
3,14,5,2006,12554,8,6,1,1,9179,4,4,1,1,34.582102
6,3,4,2006,8334,8,4,2,2,7904,10,4,1,7,16.568
2,3,3,2006,10067,8,4,6,12,9817,7,4,1,7,56.172
4,3,3,2006,9865,8,2,7,14,7034,12,4,1,7,21.259041
7,3,4,2006,8215,6,2,2,2,7718,10,4,1,7,30.284
4,3,2,2006,9882,8,4,7,14,9252,7,4,1,7,29.407012
2,14,3,2006,10592,8,3,1,1,8341,10,4,12,1,48.272097
2,28,3,2006,10234,8,4,6,12,7722,12,4,1,7,47.436
6,28,4,2006,8517,6,4,4,8,6737,12,4,1,7,56.762031
4,28,3,2006,10512,8,3,5,12,10171,7,4,1,7,48.764
7,3,4,2006,8211,8,2,2,2,7709,10,4,1,7,36.776798
6,28,4,2006,8295,6,2,3,6,6542,12,4,1,7,32.812
6,28,4,2006,8344,6,2,3,6,6569,12,4,1,7,29.364
4,28,3,2006,9426,8,4,4,7,7551,12,4,1,7,17.980074
4,28,3,2006,10508,8,3,6,12,10133,7,4,1,7,71.968
2,28,3,2006,10168,8,4,6,12,7745,12,4,1,7,31.912
2,28,3,2006,10184,8,4,7,14,9716,12,4,1,7,37.38
6,3,4,2006,8351,8,2,2,2,8025,10,4,1,7,49.928
5,14,3,2006,10516,2,4,1,1,7054,4,4,18,7,23.49
6,3,4,2006,8365,8,2,2,2,7969,10,4,1,7,38.252
7,3,4,2006,8218,8,2,2,2,7700,10,4,1,7,16.772
7,3,4,2006,8181,6,2,2,2,7676,10,4,1,7,18.784
7,28,4,2006,8260,8,4,3,6,6403,12,4,1,7,34.413198
7,3,4,2006,8149,8,2,2,2,7677,10,4,1,7,18.509334
4,3,2,2006,9902,8,4,5,11,6923,2,7,1,1,31.731828
2,14,3,2006,10897,8,3,1,1,8328,4,4,18,1,59.04
3,14,5,2006,10514,8,4,1,1,7719,4,4,10,7,48.366005
6,28,4,2006,8660,6,2,3,6,6858,12,4,1,7,71.342688
2,10,3,2006,10460,8,4,5,6,8012,7,4,1,7,78.06
2,10,3,2006,10450,8,4,4,7,7874,1,4,1,7,42.972
7,3,4,2006,8182,8,2,2,2,7705,10,4,1,7,18.384
5,3,2,2006,9843,8,4,6,12,8913,7,4,1,7,30.209419
6,3,4,2006,8525,8,4,2,2,7835,10,4,1,7,18.864
7,28,4,2006,8172,6,4,3,6,6341,12,4,1,7,34.664
2,14,3,2006,10771,2,4,1,1,7839,4,4,12,1,48.142605
3,14,5,2006,10410,8,4,1,1,7746,4,4,1,1,200.612
3,14,5,2006,10407,8,4,1,1,7738,10,4,12,1,81.896
4,28,3,2006,10243,8,3,6,12,8280,12,4,17,7,48.948
6,3,4,2006,8359,8,2,2,2,7942,10,4,1,7,27.748
6,3,4,2006,8112,8,2,2,2,7711,10,4,1,7,27.863216
6,3,4,2006,8352,8,4,2,2,8039,10,4,1,7,17.375498
4,3,3,2006,9900,8,4,6,12,8904,7,4,1,7,30.318317
2,28,3,2006,10164,8,4,5,10,7852,12,4,17,7,55.956
4,28,3,2006,10106,8,3,6,12,8227,12,4,17,7,34.792
6,3,4,2006,8358,8,4,2,2,7823,10,4,1,7,32.832
6,3,4,2006,8534,8,4,2,2,7725,10,4,1,7,21.621242
3,28,3,2006,10532,8,3,6,11,8299,12,4,1,7,26.913878
5,3,2,2006,9806,8,2,5,9,8956,7,4,1,7,14.8
2,28,3,2006,10185,8,4,6,11,7814,12,4,1,7,42.824
7,3,2,2006,8177,8,2,1,1,6272,10,4,18,7,55.386217
2,10,3,2006,10521,8,4,3,4,8001,4,4,1,7,36.58172
3,11,5,2006,10671,8,4,1,2,7738,7,4,1,1,96.516
7,3,4,2006,8131,8,2,2,2,7720,10,4,1,7,21.264
3,11,5,2006,10662,8,4,1,2,7384,12,4,1,1,99.872
6,28,4,2006,8260,8,4,3,6,6517,12,4,1,1,22.828
5,3,2,2006,9843,8,4,6,11,6928,12,4,1,7,23.14
2,10,3,2006,10440,8,4,4,4,7956,4,4,1,7,39.047802
6,3,4,2006,8273,8,4,2,2,7620,10,4,1,7,28.256
6,28,4,2006,8670,8,4,3,6,6899,12,4,1,7,38.743757
4,28,3,2006,10093,8,3,6,12,8259,12,4,17,7,67.747922
2,14,3,2006,11529,8,4,1,2,8065,10,4,1,1,58.354723
3,14,3,2006,10750,8,3,1,1,8269,4,4,1,1,47.248
3,14,3,2006,10718,8,4,1,1,7617,4,4,1,7,35.08
3,14,3,2006,10670,8,3,1,1,8371,4,4,1,1,56.716577
3,11,5,2006,10674,8,4,1,2,7315,12,4,1,1,90.536
2,10,3,2006,10455,8,4,5,5,7822,4,4,1,7,49.913808
2,14,3,2006,10621,8,4,1,1,8249,4,4,1,1,25.465
3,28,3,2006,10576,8,3,6,12,8268,12,4,1,7,65.428
2,10,3,2006,9960,8,4,8,6,8300.485172,4,4,1,7,54.64
3,28,3,2006,10392,8,6,4,8,9293,12,4,1,7,38.603443
7,28,4,2007,8223,6,2,3,6,6441,12,4,1,7,38.736
6,3,4,2007,8292,8,4,2,2,7634,10,4,1,7,23.78
6,3,4,2007,8266,8,4,2,2,7641,10,4,1,7,27.792
7,28,4,2007,8213,8,4,3,6,6452,12,4,1,7,53.592
7,3,2,2007,8181,8,2,2,2,7689,4,4,1,7,15.424
5,3,2,2007,9850,8,2,6,12,6864,12,4,17,7,20.677059
2,14,3,2007,10400,8,2,1,1,7823,4,4,12,1,57.349122
4,28,3,2007,10085,8,3,6,12,8258,12,4,17,7,58.592
6,3,4,2007,8153,8,4,2,2,7787,10,4,18,7,18.768
3,28,3,2007,10578,8,3,6,12,8319,12,4,17,7,33.675363
7,3,4,2007,8111,8,2,2,2,7368,4,4,1,7,39.956
4,28,3,2007,10040,8,3,6,12,8209,12,4,17,7,45.612
4,28,3,2007,9986,8,4,5,10,7690,12,4,17,7,33.036
3,28,5,2007,9203,6,2,3,6,7569,12,4,1,7,32.056
5,3,2,2007,9792,8,4,6,12,6876,12,4,1,7,13.624
6,28,4,2007,8307,8,4,3,6,6543,12,4,1,7,23.532
6,3,4,2007,8237,8,4,2,2,7861,4,4,1,7,21.506851
3,14,5,2007,10599,8,2,1,1,7752,10,4,1,1,25.244
5,3,2,2007,8492,8,2,2,2,8193,4,4,1,7,34.888932
7,3,4,2007,8171,8,4,2,2,7707,4,4,1,1,41.639438
4,3,2,2007,9844,8,6,4,8,8424,12,4,17,7,18.328
5,3,2,2007,9775,8,2,5,9,6857,12,4,1,7,19.208426
4,3,2,2007,9853,8,2,5,6,9556,1,4,1,7,13.684
3,28,3,2007,10540,8,4,7,13,7806,12,4,1,7,51.112
3,14,3,2007,10604,8,2,1,1,7756,4,4,12,1,82.86137
3,14,3,2007,10600,8,2,1,1,7746,4,4,12,1,77.983112
2,14,3,2007,10389,8,2,1,1,7857,4,4,12,1,65.281484
4,28,3,2007,10450,8,3,6,12,8338,12,4,17,7,36.708
7,28,2,2007,8851,8,4,4,4,8400,4,4,1,1,31.071503
6,21,4,2007,9320,8,4,1,1,6721,10,4,1,7,54.768
4,28,3,2007,8967,6,4,3,6,6960,12,4,1,7,30.988
6,21,4,2007,9340,8,4,1,1,6635,10,4,1,7,39.96925
2,25,3,2007,10993,2,3,1,2,8176,10,4,21,1,41.716207
4,28,3,2007,10474,8,3,6,12,8231,12,4,17,7,36.072
7,28,4,2007,8176,8,4,3,6,6385,12,4,17,7,22.34
2,14,3,2007,10841,2,3,3,4,8333,1,4,1,11,77.774916
3,14,3,2007,10626,8,4,1,1,7629,4,4,1,1,25.508
3,14,5,2007,10525,8,4,1,1,7733,10,4,12,1,95.575776
6,21,4,2007,9300,8,4,1,1,6625,10,4,1,7,33.176
6,3,4,2007,8084,8,4,2,2,7727,10,4,1,7,21.004
5,3,3,2007,8826,8,2,1,2,6882,10,4,9,7,35.525613
3,29,5,2007,10010,8,4,1,1,7441,4,4,1,1,52.712
5,3,2,2007,9782,8,2,5,10,6869,12,4,17,7,12.671
4,28,3,2007,10243,8,3,6,12,8360,12,4,17,7,65.584
6,3,4,2007,8073,8,4,2,2,7708,10,4,1,7,24.036
4,28,3,2007,9075,8,2,3,6,7248,12,4,17,7,18.192
6,3,4,2007,8049,8,4,2,2,7676,10,4,1,7,11.248
6,3,4,2007,8516,8,4,2,2,7874,10,4,18,7,18.879458
2,14,3,2007,10680,8,3,1,1,8506,4,4,12,1,40.396
4,28,3,2007,9575,8,4,6,12,7162,12,4,17,7,35.6
4,28,3,2007,8695,6,4,3,6,6927,12,4,17,7,30.917329
6,3,4,2007,8066,8,2,2,2,7699,10,4,18,7,31.684
5,28,2,2007,9496,8,3,3,7,7525,12,4,1,7,6.904
5,28,2,2007,9487,8,6,5,10,7973,12,4,17,7,25.313415
6,3,4,2007,8062,8,4,2,2,7678,10,4,18,7,10.679642
6,3,4,2007,8532,8,4,2,2,7818,10,4,18,7,20.396
5,14,2,2007,10510,2,4,4,4,6878,1,4,1,2,44.023765
5,14,2,2007,10840,2,4,1,1,6862,4,4,1,1,45.272291
2,14,3,2007,10410,8,4,1,1,7833,10,4,12,1,62.785144
6,3,4,2007,8350,8,2,2,2,7767,10,4,1,7,20.484
3,11,5,2007,10680,6.726061,3.654545,1,2,7753,12,4,1,1,72.612
7,3,4,2007,8519,8,4,2,2,7625,4,4,1,7,52.245968
7,28,2,2007,9510,8,6,4,8,7943,12,4,17,7,12.649354
6,3,4,2007,8183,8,4,2,2,7917,4,4,1,7,18.328
3,14,5,2007,10406,8,4,1,1,7746,4,4,1,1,142.278764
3,28,3,2007,10488,8,3,6,12,8486,12,4,17,7,108.724
6,3,4,2007,8147,8,4,2,2,7709,4,4,1,7,18.7
7,3,4,2007,8531,8,4,2,2,7624,10,4,1,7,29.488
3,28,3,2007,10460,8,6,4,8,9307,12,4,1,7,28.532
5,15,2,2007,8750,8,4,4,7,8142,7,4,21,7,20.115417
4,28,3,2007,10101,8,3,5,11,8376,12,4,17,7,33.952
5,15,2,2007,8750,8,4,3,4,8288,4,4,1,7,20.7
6,3,4,2007,8245,8,2,2,2,8006,10,4,1,7,36.084
7,14,4,2007,8012,8,2,1,1,5966,4,4,12,1,11.324
6,3,4,2007,8476,8,4,2,2,7925,10,4,1,7,26.652
