WellID,EUR_o..Mstb.,Fluid.Water..Gals.,Acid..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Subarea,Operator,Completion.Date,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Treatment.Records,Deepest_Zone,Depth.Top,Fluid.Type,Propping.Agent.Units,Propping.Agent.Type,Additive,BEND..KHW.
209,182.758,0,13500,1175163,1115891,836252,48.2678540898953,47.2149192475855,40634,31.94875,-101.68634,10191,43.4336303913043,53.6855631306289,59.9755520332727,6,56.5692692866102,8346,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,10149.81
254,129.9206302,0,0,1391744,1369538,23277.5,48.2678540898953,47.2149192475855,40731,31.98098,-101.67887,10198,44.4812271666837,53.6855631306289,59.9755520332727,4,56.5692692866102,6507,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,10151.24
259,152.468,0,15500,1167000,1408201.2,420000,37.4785431919082,96.670966665,40665,31.67198,-101.49734,10373,44.1646661294716,59.7140833134848,107.375798014,9,100.836732671333,9816,48.0662535151724,46.5028002169063,46.4885978294857,36.9588168142941,10035.5
265,257.668,0,10120.2647910597,984129.837596167,808446.556229366,122528.31480206,37.4785431919082,42.0641074122059,40881,31.66448,-101.45051,10346,44.1646661294716,59.7140833134848,80.4217992966667,12,68.9704655163636,9948,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,10442.5046019741
286,109.128,927948,12096,866438,940044,927948,37.4785431919082,48.1210657990625,40771,31.72321,-101.52211,10533,48.5997313820817,47.6641071277034,79.7546562371429,2,68.9704655163636,7050,57.459789077293,46.5028002169063,46.4885978294857,50.075857325368,10030.15
288,153.18,0,10,866588,650545,23277.5,48.2678540898953,35.0804697180488,40793,31.92965,-101.70684,10913,44.1646661294716,59.7140833134848,107.375798014,11,100.836732671333,10584,43.0317844528804,43.0362471476923,43.0362471476923,63.0173333333333,10204.71
296,107.0470321,0,16500,1398355.9,1317458,989269,48.2678540898953,47.2149192475855,40829,31.95678,-101.70281,10232,48.5997313820817,53.6855631306289,64.6750664149306,6,59.5113455050573,8300,45.6145114608116,46.5028002169063,46.4885978294857,50.075857325368,10157.72
298,124.084,1028748,0,955869,1028748,1028748,48.2678540898953,80.4769158391667,40726,31.82485,-101.58966,10539,48.5997313820817,53.6855631306289,52.7388571428571,1,100.836732671333,7510,57.459789077293,46.5028002169063,46.4885978294857,49.0883759262039,10192.25
314,113.708,753929.411414002,5543.71980811887,968269.004954506,862420.150004413,832022.982887943,37.4785431919082,42.0641074122059,40883,31.65719,-101.43094,10277,44.1646661294716,53.6855631306289,202.166666666667,1,100.836732671333,5964,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,10332.7207106655
349,185.44,735000,0,623671,735000,735000,48.2678540898953,69.0628571428571,40813,31.86062,-101.7288,10880,48.5997313820817,39.9132468291517,47.8980746184318,1,59.5113455050573,8600,57.459789077293,46.5028002169063,46.4885978294857,51.1515639634195,10373.12
368,218.792,1074780,0,944021,1074780,1074780,48.2678540898953,80.4769158391667,41122,31.80385,-101.58227,10669,48.5997313820817,53.6855631306289,79.7546562371429,1,68.9704655163636,7338,57.459789077293,46.5028002169063,46.4885978294857,41.9676327576647,10168.72
393,113.672,0,16500,1398355.9,1408201.2,168084,48.2678540898953,47.2149192475855,40907,31.83816,-101.59794,10152,48.5997313820817,53.6855631306289,66.4732684092977,8,57.2754397558778,9924,45.6145114608116,46.5028002169063,46.4885978294857,41.9156553657143,10219.68
454,231.404,0,0,635152,808500,42000,48.2678540898953,32.2985667405982,41042,31.82608,-101.54967,10887,48.5997313820817,39.9132468291517,61.3417020506667,8,68.9704655163636,10150,45.6145114608116,46.5028002169063,68.6977972815385,48.7225007616148,10042.26
461,107.336,295008,0,1398355.9,295008,295008,48.2678540898953,64.8186666666667,41134,31.92888,-101.7731,10655,44.4812271666837,39.9132468291517,67.5302083073333,1,56.5692692866102,7452,35.81895018376,46.5028002169063,46.4885978294857,39.5887451325587,10312.19
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,46.1045933759166,47.6896993046646,69.0212798084557,1,59.1568108608458,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10369.1646080462
665,158.02,0,10000,163000,268005,67655,57.1815579561387,48.1210657990625,38070,31.6916,-101.9886,10515,44.4812271666837,47.6641071277034,45.572731767735,8,41.0841740484749,10155,46.9919495209192,46.5028002169063,46.4885978294857,46.0033149334494,11148.04
1025,108.724,0,15750,560060,418546,67004,57.1815579561387,47.2149192475855,39239,31.65738,-102.00221,10488,44.1646661294716,39.9132468291517,45.572731767735,12,41.0841740484749,8486,45.6145114608116,46.5028002169063,46.4885978294857,37.446070756,11068.09
1203,112.904,0,15000,1007299,981497,722117,50.9104396193166,47.2149192475855,40633,31.82675,-101.92212,10590,48.5997313820817,39.9132468291517,67.5302083073333,8,56.5692692866102,8899,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,10589.64
1222,162.696,1021000,7770,895000,1028770,105000,50.9170981511221,80.4622673311111,40504,31.74272,-102.19934,10618,48.5997313820817,59.7140833134848,40.7605692326044,8,41.0841740484749,9844,35.81895018376,46.5028002169063,46.4885978294857,50.075857325368,10444.01
1255,195.747454,0,22512,1125600,153212,604370.055102121,50.9170981511221,72.5015994800833,40572,31.81065,-102.12352,11105,44.1646661294716,41.1683860955319,64.6750664149306,2,59.5113455050573,7980,47.5343864631376,46.5028002169063,46.4885978294857,49.473580373624,10501.62
1257,153.076,0,0,839400,1380582,1231011.6,50.9170981511221,72.5015994800833,40671,31.80936,-102.11338,11270,48.5997313820817,47.6641071277034,61.6758257891667,1,59.5113455050573,7450,46.9919495209192,46.5028002169063,46.4885978294857,48.646427468665,10625.53
1265,116.928,0,15000,1027250,1140396,970194,50.9104396193166,47.2149192475855,40669,31.83316,-101.97452,10860,47.3418114637068,44.4890225439197,67.5302083073333,4,56.5692692866102,9228,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,10886.92
1278,124.768,0,26000,859990,1100652,791047.945521842,50.9170981511221,118.1616,40571,31.75062,-102.13583,10609,44.1646661294716,47.6641071277034,40.7605692326044,2,41.0841740484749,7872,46.9919495209192,46.5028002169063,46.4885978294857,49.7039354593061,10803.72
1282,165.852,0,0,6e+05,840000,840000,50.9170981511221,80.4622673311111,40602,31.73831,-102.20196,10800,48.5997313820817,59.7140833134848,53.2831107625641,1,59.5113455050573,8420,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,10286.58
1289,123.6427928,0,0,682000,1033494,1033494,50.9170981511221,72.5015994800833,40756,31.84246,-102.14601,11105,44.1646661294716,47.6641071277034,64.6750664149306,1,59.5113455050573,7975,46.9919495209192,46.5028002169063,46.4885978294857,48.9688887559335,10509.46
1315,204.808,0,0,1398355.9,1231488,23277.5,50.9104396193166,47.2149192475855,40915,31.9465,-101.8381,10577,48.5997313820817,41.1683860955319,64.6750664149306,4,59.5113455050573,7154,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,10445.07
1318,202.956,0,15000,1398355.9,1408201.2,216046,50.9104396193166,47.2149192475855,40885,31.82771,-101.91802,10617,48.5997313820817,41.1683860955319,59.9755520332727,8,56.5692692866102,10386,45.6145114608116,46.5028002169063,46.4885978294857,50.075857325368,10588.63
1341,107.22,0,13500,1128780,1280136,604086,50.9104396193166,47.2149192475855,40956,31.83242,-101.94599,10735,48.5997313820817,39.9132468291517,53.2831107625641,8,59.5113455050573,10485,45.6145114608116,46.5028002169063,46.4885978294857,50.075857325368,10669.69
1350,167.716,0,12000,1398355.9,1408201.2,201424,48.2678540898953,47.2149192475855,40990,31.92121,-101.79205,10517,44.4812271666837,39.9132468291517,64.6750664149306,8,59.5113455050573,10265,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,10356.99
1356,118.444,958398,0,846620,958398,958398,50.9104396193166,101.899864313182,40915,31.89578,-101.91425,11600,48.5997313820817,39.9132468291517,79.7546562371429,1,68.9704655163636,8152,57.459789077293,46.5028002169063,46.4885978294857,53.756762764757,10540.86
1363,131.648,0,15000,1389239,1355128,203080,50.9104396193166,47.2149192475855,41085,31.84708,-101.91557,10683,48.5997313820817,41.1683860955319,64.6750664149306,8,59.5113455050573,10396,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,10553.12
1369,124.096,1075580.1,0,800014,1283142,1231011.6,50.9170981511221,36.0978431057576,40838,31.81772,-102.20188,10652,44.4812271666837,53.6855631306289,45.572731767735,1,41.0841740484749,8699,57.459789077293,46.5028002169063,46.4885978294857,48.1152172315879,10929.16
1396,164.344,897120,0,970400,897120,897120,50.9170981511221,80.4769158391667,41015,31.86447,-102.01949,11510,44.4812271666837,55.0971911518644,53.2831107625641,1,59.5113455050573,8560,57.459789077293,46.5028002169063,46.4885978294857,53.4112972230238,10920.8
1409,132.544,0,15000,1398355.9,1192926,371118,50.9104396193166,47.2149192475855,40956,31.85802,-101.90099,10606,44.4812271666837,39.9132468291517,67.5302083073333,6,56.5692692866102,10323,45.6145114608116,46.5028002169063,46.4885978294857,50.075857325368,10537.75
1430,131.848,0,13500,1376898,1408201.2,1019088,50.9104396193166,47.2149192475855,40934,31.83539,-101.96525,11175,48.5997313820817,59.7140833134848,53.2831107625641,6,59.5113455050573,9467,45.6145114608116,46.5028002169063,46.4885978294857,80.0717356575,10842.76
1469,133.616,0,13500,1398355.9,1407711,203757,50.9170981511221,47.2149192475855,41096,31.89295,-102.01074,11236,48.5997313820817,55.0971911518644,64.6750664149306,10,59.5113455050573,10941,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,10881.78
1478,131.648,0,12000,1388203,1212845,209045,50.9104396193166,47.2149192475855,41085,31.83369,-101.92442,10741,48.5997313820817,41.1683860955319,64.6750664149306,8,59.5113455050573,10442,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,10621.75
1479,123.4073116,0,13500,1398355.9,1392470,983084,50.9104396193166,47.2149192475855,41035,31.92695,-101.84699,10428,48.5997313820817,39.9132468291517,40.7605692326044,6,41.0841740484749,8710,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,10448.38
1492,120.0347822,0,15000,1398355.9,1408201.2,130878,50.9104396193166,47.2149192475855,41061,31.79764,-101.79802,11279,44.1646661294716,41.1683860955319,64.6750664149306,10,59.5113455050573,10632,45.6145114608116,46.5028002169063,46.4885978294857,36.9588168142941,10613.6
1496,166.34,1075580.1,0,787968,1121190,1121190,50.9170981511221,118.1616,41006,31.73586,-102.11627,10395,44.4812271666837,47.6641071277034,40.7605692326044,1,41.0841740484749,7845,57.459789077293,46.5028002169063,46.4885978294857,49.4606939020067,10703.83
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,48.7224985961704,11031.23
1509,159.2121528,440916,0,936100,440916,440916,50.9170981511221,159.2121528,41062,31.77747,-102.00503,11509,44.1646661294716,47.6641071277034,53.2831107625641,1,59.5113455050573,8410,57.459789077293,46.5028002169063,46.4885978294857,51.5157804176073,10944.49
1513,125.6,1075580.1,0,802974,1161972,1161972,50.9170981511221,118.1616,41085,31.72785,-102.14918,10667,44.1646661294716,39.9132468291517,40.7605692326044,1,41.0841740484749,8007,57.459789077293,46.5028002169063,46.4885978294857,47.5270612623558,10701.71
2179,137.964,547232.183598988,3302.26154952594,752230.889453992,1010271.74014443,728115.125506008,37.4785431919082,42.0641074122059,40453,31.64136,-101.43021,8275,48.5997313820817,59.7140833134848,40.7605692326044,7,41.0841740484749,7842,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,10475.6375556841
2242,126.068,242397.191359531,4139.29087962692,866136.682198158,941590.480084294,722820.642710239,37.4785431919082,42.0641074122059,41002,31.65067,-101.41874,8270,48.5997313820817,53.6855631306289,40.7605692326044,1,41.0841740484749,5937,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,10292.2067538784
2249,109.772,0,8064,555880,906108,898044,37.4785431919082,48.1210657990625,41012,31.53831,-101.48093,9983,48.5997313820817,39.9132468291517,40.4855503116667,2,41.0841740484749,7815,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,10427.0572223869
2299,111.2084996,742140,0,854000,742140,742140,57.1815579561387,48.1210657990625,38910,31.6266,-102.0368,10405,44.1646661294716,59.7140833134848,40.7605692326044,2,41.0841740484749,7745,57.459789077293,46.5028002169063,46.4885978294857,55.2640297670884,10909.84
2309,142.2787642,1075580.1,0,800960,1136226,1136226,57.1815579561387,48.1210657990625,39238,31.6251,-102.0586,10406,48.5997313820817,47.6641071277034,40.7605692326044,1,41.0841740484749,7746,57.459789077293,46.5028002169063,46.4885978294857,49.0348129095305,10814.65
2310,200.612,1075580.1,0,947126,1318170,1231011.6,57.1815579561387,48.1210657990625,39016,31.6206,-102.0615,10410,44.1646661294716,47.6641071277034,40.7605692326044,1,41.0841740484749,7746,57.459789077293,46.5028002169063,46.4885978294857,47.0771294767896,10799.64
2419,118.884,0,26000,1256640,256952,219452,57.1815579561387,101.899864313182,40360,31.62739191,-102.0014106,11000,44.1646661294716,39.9132468291517,59.9755520332727,2,56.5692692866102,7708,46.9919495209192,46.5028002169063,46.4885978294857,42.3795082477638,11084.61
2420,163.868,0,26000,1398355.9,218931,23277.5,57.1815579561387,101.899864313182,40384,31.63445,-102.00351,11000,48.5997313820817,59.7140833134848,67.5302083073333,17,56.5692692866102,10950,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,11037.87
2523,128.1435505,1075580.1,0,732500,1139905.184,1139922,57.1815579561387,72.5015994800833,40578,31.49245,-102.05501,10665,44.1646661294716,39.9132468291517,40.7605692326044,1,41.0841740484749,7655,57.459789077293,46.5028002169063,46.4885978294857,49.9916267153115,10765.54
2589,131.4437137,1075580.1,0,923839,1408201.2,1231011.6,57.1815579561387,72.5015994800833,40648,31.53826,-102.10538,11244,48.5997313820817,59.7140833134848,64.6750664149306,1,59.5113455050573,7945,57.459789077293,46.5028002169063,46.4885978294857,54.6458441427484,10908.12
2606,140.7955167,1075580.1,0,870000,1361934,1231011.6,57.1815579561387,72.5015994800833,40846,31.51306,-102.09707,11389,48.5997313820817,53.6855631306289,64.6750664149306,1,59.5113455050573,7920,57.459789077293,46.5028002169063,46.4885978294857,55.2499620025499,10965.77
2624,164.402811,1075580.1,0,993500,1408201.2,1231011.6,57.1815579561387,72.5015994800833,40812,31.53259,-102.09487,11465,44.1646661294716,55.0971911518644,64.6750664149306,1,59.5113455050573,7910,57.459789077293,46.5028002169063,46.4885978294857,0,10926.31
2627,113.072,1075580.1,0,909874,1143828,1143828,57.1815579561387,85.256,40687,31.53937,-102.12832,10725,48.5997313820817,59.7140833134848,40.7605692326044,1,41.0841740484749,7795,57.459789077293,46.5028002169063,46.4885978294857,48.5018635345742,10769.17
2634,115.2346599,1075580.1,0,776000,1255367.367,1231011.6,57.1815579561387,72.5015994800833,40886,31.50942,-102.06507,11490,48.5997313820817,59.7140833134848,64.6750664149306,1,59.5113455050573,7740,57.459789077293,46.5028002169063,46.4885978294857,48.3802837838178,11128
2644,163.956,1075580.1,0,699035,1075620,1075620,57.1815579561387,72.5015994800833,40859,31.5197,-102.11672,10610,48.5997313820817,53.6855631306289,40.7605692326044,1,41.0841740484749,7780,57.459789077293,46.5028002169063,46.4885978294857,49.7430639938097,10819.62
2645,176.1857485,1075580.1,0,699004,1181544,1181544,57.1815579561387,72.5015994800833,40927,31.51511,-102.08872,11517,48.5997313820817,53.6855631306289,64.6750664149306,1,59.5113455050573,7920,57.459789077293,46.5028002169063,46.4885978294857,49.2730181012583,10976.52
2667,167.076,1075580.1,0,708500,1128204,1128204,57.1815579561387,72.5015994800833,40995,31.53319,-102.12608,11463,39.3953253532759,53.6855631306289,40.7605692326044,1,41.0841740484749,7945,57.459789077293,46.5028002169063,46.4885978294857,49.5790550969406,10773.85
2690,126.008,0,13500,1372691,1343454,972264,57.1815579561387,47.2149192475855,41072,31.49912,-102.03958,10844,48.5997313820817,59.7140833134848,36.3453506504094,6,41.0841740484749,9072,45.6145114608116,46.5028002169063,46.4885978294857,50.075857325368,10700.96
2698,128.3355706,0,0,719500,920354,143501,57.1815579561387,32.2985667405982,41040,31.5172,-102.03305,10878,48.5997313820817,39.9132468291517,50.6046402510526,6,56.5692692866102,10310,45.6145114608116,46.5028002169063,38.0055308655556,48.7225007616148,10786.01
2703,113.412,1075580.1,0,1398355.9,1242612,1231011.6,57.1815579561387,101.899864313182,40953,31.63928,-102.00131,10472,44.1646661294716,53.6855631306289,45.572731767735,1,41.0841740484749,8369,57.459789077293,46.5028002169063,46.4885978294857,37.9080800046441,11040.32
2709,107.56,1075580.1,0,586160,1092882,1092882,57.1815579561387,101.899864313182,41088,31.59239,-101.95375,12014,48.5997313820817,41.1683860955319,61.3417020506667,1,68.9704655163636,9430,57.459789077293,46.5028002169063,46.4885978294857,50.0758564669247,10850.14
2719,125.684,1075580.1,0,1341760,1408201.2,1231011.6,57.1815579561387,101.899864313182,41019,31.63574,-101.99403,12200,44.1646661294716,39.9132468291517,53.2831107625641,1,59.5113455050573,8960,57.459789077293,46.5028002169063,46.4885978294857,53.9808178896221,11057.52
2720,116.856,1075580.1,0,1288000,1408201.2,1231011.6,57.1815579561387,101.899864313182,41067,31.63226,-101.99906,12040,44.1646661294716,59.7140833134848,53.2831107625641,1,59.5113455050573,8988,57.459789077293,46.5028002169063,46.4885978294857,63.9184354609756,11060.94
2725,137.532,0,0,891950,1408201.2,1231011.6,57.1815579561387,72.5015994800833,41079,31.52309,-102.11833,11465,48.5997313820817,53.6855631306289,64.6750664149306,1,59.5113455050573,7840,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,10798.31
209,182.758,0,13500,1175163,1115891,836252,48.2678540898953,47.2149192475855,40634,31.94875,-101.68634,10191,43.4336303913043,53.6855631306289,59.9755520332727,6,56.5692692866102,8346,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,10149.81
254,129.9206302,0,0,1391744,1369538,23277.5,48.2678540898953,47.2149192475855,40731,31.98098,-101.67887,10198,44.4812271666837,53.6855631306289,59.9755520332727,4,56.5692692866102,6507,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,10151.24
259,152.468,0,15500,1167000,1408201.2,420000,37.4785431919082,96.670966665,40665,31.67198,-101.49734,10373,44.1646661294716,59.7140833134848,107.375798014,9,100.836732671333,9816,48.0662535151724,46.5028002169063,46.4885978294857,36.9588168142941,10035.5
265,257.668,146465.800629258,4657.82735942521,873797.454678846,959502.904568576,405046.975079562,37.4785431919082,42.0641074122059,40881,31.66448,-101.45051,10346,44.1646661294716,59.7140833134848,80.4217992966667,12,68.9704655163636,9948,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,10169.3349509956
286,109.128,927948,12096,866438,940044,927948,37.4785431919082,48.1210657990625,40771,31.72321,-101.52211,10533,48.5997313820817,47.6641071277034,79.7546562371429,2,68.9704655163636,7050,57.459789077293,46.5028002169063,46.4885978294857,50.075857325368,10030.15
288,153.18,0,10,866588,650545,23277.5,48.2678540898953,35.0804697180488,40793,31.92965,-101.70684,10913,44.1646661294716,59.7140833134848,107.375798014,11,100.836732671333,10584,43.0317844528804,43.0362471476923,43.0362471476923,63.0173333333333,10204.71
296,107.0470321,0,16500,1398355.9,1317458,989269,48.2678540898953,47.2149192475855,40829,31.95678,-101.70281,10232,48.5997313820817,53.6855631306289,64.6750664149306,6,59.5113455050573,8300,45.6145114608116,46.5028002169063,46.4885978294857,50.075857325368,10157.72
298,124.084,1028748,0,955869,1028748,1028748,48.2678540898953,80.4769158391667,40726,31.82485,-101.58966,10539,48.5997313820817,53.6855631306289,52.7388571428571,1,100.836732671333,7510,57.459789077293,46.5028002169063,46.4885978294857,50.2258196865667,10192.25
314,113.708,423993.877430129,7840.84658277958,849522.862176969,953844.374202825,707738.466487202,37.4785431919082,42.0641074122059,40883,31.65719,-101.43094,10277,44.1646661294716,53.6855631306289,202.166666666667,1,100.836732671333,5964,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,10093.709361798
349,185.44,735000,0,623671,735000,735000,48.2678540898953,69.0628571428571,40813,31.86062,-101.7288,10880,48.5997313820817,39.9132468291517,47.8980746184318,1,59.5113455050573,8600,57.459789077293,46.5028002169063,46.4885978294857,49.2863985905493,10373.12
368,218.792,1074780,0,944021,1074780,1074780,48.2678540898953,80.4769158391667,41122,31.80385,-101.58227,10669,48.5997313820817,53.6855631306289,79.7546562371429,1,68.9704655163636,7338,57.459789077293,46.5028002169063,46.4885978294857,40.6791116438119,10168.72
393,113.672,0,16500,1398355.9,1408201.2,168084,48.2678540898953,47.2149192475855,40907,31.83816,-101.59794,10152,48.5997313820817,53.6855631306289,60.0022728866612,8,65.3022184109331,9924,45.6145114608116,46.5028002169063,46.4885978294857,41.9156553657143,10219.68
454,231.404,0,0,635152,808500,42000,48.2678540898953,32.2985667405982,41042,31.82608,-101.54967,10887,48.5997313820817,39.9132468291517,61.3417020506667,8,68.9704655163636,10150,45.6145114608116,46.5028002169063,68.6977972815385,48.7225007616148,10042.26
461,107.336,295008,0,1398355.9,295008,295008,48.2678540898953,64.8186666666667,41134,31.92888,-101.7731,10655,44.4812271666837,39.9132468291517,67.5302083073333,1,56.5692692866102,7452,35.81895018376,46.5028002169063,46.4885978294857,38.8732520460481,10312.19
665,158.02,0,10000,163000,268005,67655,57.1815579561387,48.1210657990625,38070,31.6916,-101.9886,10515,44.4812271666837,47.6641071277034,45.572731767735,8,41.0841740484749,10155,46.9919495209192,46.5028002169063,46.4885978294857,41.3814986235462,11148.04
1025,108.724,0,15750,560060,418546,67004,57.1815579561387,47.2149192475855,39239,31.65738,-102.00221,10488,44.1646661294716,39.9132468291517,45.572731767735,12,41.0841740484749,8486,45.6145114608116,46.5028002169063,46.4885978294857,37.446070756,11068.09
1203,112.904,0,15000,1007299,981497,722117,50.9104396193166,47.2149192475855,40633,31.82675,-101.92212,10590,48.5997313820817,39.9132468291517,67.5302083073333,8,56.5692692866102,8899,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,10589.64
1222,162.696,1021000,7770,895000,1028770,105000,50.9170981511221,80.4622673311111,40504,31.74272,-102.19934,10618,48.5997313820817,59.7140833134848,40.7605692326044,8,41.0841740484749,9844,35.81895018376,46.5028002169063,46.4885978294857,50.075857325368,10444.01
