counter,WellID,meanError,minError,maxError,#samples,delta
860,2026,12.0403,10.9553,13.6024,8,1.5050375
1026,2612,15.0765,10.3942,24.3259,10,1.50765
1276,666,21.2209,15.1124,26.8409,14,1.5157785714
1108,210,16.6975,14.6897,18.0882,11,1.5179545455
1035,1267,15.1883,7.6249,24.4557,10,1.51883
1356,269,24.3234,12.0772,50.933,16,1.5202125
1326,1447,22.9589,7.5356,40.4794,15,1.5305933333
1391,426,26.1691,19.0935,39.0447,17,1.5393588235
1332,686,23.0937,19.4535,25.943,15,1.53958
1118,213,16.9821,7.0675,29.7918,11,1.5438272727
1489,1341,32.4247,20.3225,40.059,21,1.5440333333
1425,1307,27.8018,4.1951,36.0011,18,1.5445444444
1359,652,24.7269,17.7634,27.6522,16,1.54543125
976,1682,13.9335,8.6653,19.3478,9,1.5481666667
1285,359,21.6985,16.4527,25.9442,14,1.5498928571
1177,1330,18.6157,12.6272,28.9217,12,1.5513083333
1242,595,20.1797,15.5109,22.6455,13,1.5522846154
1180,25,18.6707,15.9029,22.1884,12,1.5558916667
1248,1279,20.319,3.236,39.2203,13,1.563
1338,143,23.4798,17.5277,27.6279,15,1.56532
1190,155,18.7896,2.0275,65.4527,12,1.5658
1404,280,26.6277,17.1942,51.3683,17,1.5663352941
1461,1224,29.815,8.8059,65.534,19,1.5692105263
1255,1334,20.4241,14.852,25.6274,13,1.5710846154
1192,1647,18.8578,14.1594,22.8767,12,1.5714833333
1193,1417,18.8586,11.6068,24.9256,12,1.57155
1060,2108,15.7752,2.7929,22.6384,10,1.57752
1439,132,28.4458,23.5864,32.0474,18,1.5803222222
1440,432,28.5128,12.3321,64.2384,18,1.5840444444
994,2578,14.2619,2.7808,22.9058,9,1.5846555556
1414,2546,26.9552,18.0573,36.5505,17,1.5856
1076,2198,16.0214,3.3868,25.965,10,1.60214
1143,558,17.6547,14.9846,23.053,11,1.6049727273
1207,2694,19.2908,16.1942,23.9869,12,1.6075666667
1380,1461,25.7287,2.7604,41.4829,16,1.60804375
1316,1122,22.5194,18.745,25.3386,14,1.6085285714
1320,2285,22.6242,16.4777,31.9216,14,1.6160142857
1383,608,25.8574,22.7996,29.4645,16,1.6160875
1147,1552,17.8176,14.6744,22.4729,11,1.6197818182
1216,1413,19.4586,10.7997,31.2664,12,1.62155
1422,1244,27.6859,13.5155,33.9069,17,1.6285823529
1426,1065,27.8139,19.1733,40.3337,17,1.6361117647
1322,2398,22.9069,3.9164,31.0341,14,1.6362071429
1222,472,19.6919,12.9945,25.9896,12,1.6409916667
1395,2467,26.286,12.9743,47.1961,16,1.642875
1397,830,26.3341,23.7894,31.9744,16,1.64588125
1510,1420,34.5856,30.7683,42.4662,21,1.6469333333
1328,1243,23.0608,18.1928,30.5397,14,1.6472
1493,289,32.9504,15.4223,52.2432,20,1.64752
1477,2610,31.4521,22.9617,44.0794,19,1.6553736842
1334,692,23.1938,19.0991,30.4946,14,1.6567
1401,297,26.5088,19.894,33.0036,16,1.6568
1231,827,19.9014,17.7665,24.2355,12,1.65845
1405,418,26.6565,16.9739,52.4628,16,1.66603125
1283,11,21.6897,12.9206,27.5727,13,1.6684384615
1337,173,23.359,6.3926,34.8775,14,1.6685
1464,2521,30.0983,1.4665,54.6217,18,1.6721277778
1240,809,20.1034,17.2723,23.8868,12,1.6752833333
1289,371,21.8356,16.1653,30.8025,13,1.6796615385
1482,2703,31.9735,19.2156,52.167,19,1.6828157895
1413,2541,26.9371,17.3917,36.2677,16,1.68356875
1034,1662,15.1823,12.3218,17.3328,9,1.6869222222
1293,1134,21.9456,15.7264,24.725,13,1.6881230769
1343,602,23.6452,21.3504,27.2593,14,1.6889428571
1244,622,20.269,11.3346,30.0836,12,1.6890833333
1344,512,23.6522,10.7721,33.6799,14,1.6894428571
1298,22,22.0234,17.8597,27.7997,13,1.6941076923
1038,2069,15.2636,10.0573,19.2297,9,1.6959555556
1448,204,28.8391,18.7007,39.235,17,1.6964176471
1449,2512,28.8986,9.517,52.3121,17,1.6999176471
1186,2306,18.7131,7.2787,27.3043,11,1.7011909091
1451,448,29.0266,19.9225,40.205,17,1.7074470588
1379,2663,25.6416,13.8587,40.5981,15,1.70944
1306,2354,22.2667,8.4795,33.6757,13,1.7128230769
1385,2324,25.9072,16.9645,32.2027,15,1.7271466667
1200,2637,19.0367,1.6836,32.5005,11,1.7306090909
1511,1565,34.6131,29.1546,38.043,20,1.730655
1317,2588,22.5243,0.7823,58.6342,13,1.7326384615
1318,2010,22.5964,19.9679,25.6031,13,1.7381846154
1388,2427,26.1079,4.2562,39.6215,15,1.7405266667
1475,1328,31.3524,1.6502,46.4462,18,1.7418
1264,503,20.9087,12.6453,32.122,12,1.7423916667
1269,2665,21.0155,12.018,26.7081,12,1.7512916667
1271,1346,21.0555,12.593,31.3993,12,1.754625
1211,2104,19.3272,14.9037,23.0387,11,1.7570181818
1321,2090,22.8833,0.0497,59.9436,13,1.7602538462
1499,1394,33.6139,17.9032,64.5971,19,1.7691526316
1402,325,26.5971,22.5262,28.6185,15,1.77314
1437,340,28.3731,9.192,41.0977,16,1.77331875
1403,2116,26.6138,4.9854,38.0746,15,1.7742533333
1333,2099,23.1227,14.4025,29.0192,13,1.7786692308
1365,1076,24.9483,15.9521,31.3772,14,1.7820214286
1224,1895,19.7201,2.1447,39.4907,11,1.7927363636
1228,1062,19.8312,13.6266,31.969,11,1.8028363636
1373,1216,25.2973,10.0976,43.5108,14,1.80695
1375,2239,25.3343,11.133,32.5767,14,1.8095928571
1544,770,38.1305,22.0605,47.0946,21,1.8157380952
1161,2063,18.1848,8.6731,27.1545,10,1.81848
1008,2511,14.606,6.931,19.9496,8,1.82575
1454,2635,29.2367,17.1464,42.8432,16,1.82729375
1347,1019,23.7844,20.0562,26.6312,13,1.8295692308
1420,2554,27.5497,24.0395,33.7131,15,1.8366466667
1349,1599,23.8886,18.975,30.0368,13,1.8375846154
1513,2634,34.9304,0.6412,53.703,19,1.8384421053
1350,1432,23.9174,15.2261,37.3377,13,1.8398
1474,2728,31.3379,23.532,41.7432,17,1.8434058824
1531,207,36.8811,23.6676,50.2251,20,1.844055
1533,458,36.992,3.2517,89.1365,20,1.8496
1424,2631,27.7818,10.8061,38.3417,15,1.85212
1428,202,27.9112,0.1759,60.4339,15,1.8607466667
1387,2323,26.0904,17.2953,33.248,14,1.8636
1355,491,24.2626,17.2767,33.6278,13,1.8663538462
1389,1034,26.1412,21.6491,31.0445,14,1.8672285714
1313,1816,22.4417,14.034,25.9723,12,1.8701416667
1462,1466,29.9379,19.2237,43.4612,16,1.87111875
1393,1366,26.2295,3.9668,40.64,14,1.8735357143
1430,1724,28.1086,21.8677,31.861,15,1.8739066667
1436,837,28.3728,23.1069,32.3241,15,1.89152
1486,337,32.3112,4.4428,68.6998,17,1.9006588235
1203,2677,19.0653,10.106,29.6109,10,1.90653
1266,2357,20.9743,15.5371,24.5627,11,1.9067545455
1445,1326,28.6924,25.2701,33.2576,15,1.9128266667
1447,1389,28.7458,19.2205,35.4775,15,1.9163866667
1127,1007,17.2834,3.8445,32.995,9,1.9203777778
1366,2259,25.0002,13.9111,32.0098,13,1.9230923077
1331,2361,23.0917,14.8597,31.2095,12,1.9243083333
1274,989,21.1945,0.0357,34.7278,11,1.9267727273
1450,2619,28.953,20.3304,38.5201,15,1.9302
1452,360,29.0434,23.2927,32.8478,15,1.9362266667
1418,1223,27.1306,0.5655,44.1212,14,1.9379
1139,1527,17.5368,15.0556,20.2065,9,1.9485333333
1419,1208,27.3327,18.8481,33.7749,14,1.9523357143
1278,271,21.4787,17.5299,23.4382,11,1.9526090909
1455,439,29.2892,20.6691,35.6871,15,1.9526133333
1458,1441,29.4227,3.6757,47.4947,15,1.9615133333
1221,1686,19.6468,17.5694,23.1222,10,1.96468
1378,675,25.5531,19.5939,32.9724,13,1.9656230769
1225,1096,19.7333,15.9802,23.7101,10,1.97333
1345,2613,23.6813,20.5926,26.2241,12,1.9734416667
1478,1343,31.6339,16.4033,43.9993,16,1.97711875
1423,352,27.7407,14.8035,40.2793,14,1.9814785714
1559,2134,39.7553,19.8097,55.8225,20,1.987765
1481,429,31.8171,24.9595,39.9089,16,1.98856875
1384,1116,25.8666,20.0232,31.5031,13,1.9897384615
1463,2607,29.9616,21.0067,48.7293,15,1.99744
1505,2714,34.1793,6.894,49.8354,17,2.0105470588
1303,1178,22.162,19.4164,24.2627,11,2.0147272727
1485,1278,32.2684,18.112,52.1102,16,2.016775
1465,2515,30.3968,17.8637,50.0404,15,2.0264533333
1245,564,20.271,17.2047,25.0471,10,2.0271
1490,2519,32.5392,24.1554,37.0048,16,2.0337
1400,2402,26.4799,22.1153,30.7131,13,2.0369153846
1467,321,30.6414,13.5071,61.1825,15,2.04276
1530,219,36.7987,17.343,56.6376,18,2.0443722222
1468,1354,30.6868,1.1053,58.1555,15,2.0457866667
1492,55,32.7511,24.8278,36.3461,16,2.04694375
1469,2218,30.7312,24.0718,40.8289,15,2.0487466667
1446,2500,28.6949,14.0977,47.612,14,2.0496357143
1174,1964,18.5616,11.8772,27.2888,9,2.0624
1495,110,33.0067,25.5933,39.427,16,2.06291875
1175,2675,18.5948,5.3214,33.5289,9,2.0660888889
1411,1140,26.8891,23.3958,29.4722,13,2.0683923077
1415,66,26.9628,24.1531,31.8916,13,2.0740615385
1534,951,37.4059,32.769,42.4953,18,2.0781055556
1473,370,31.3292,19.9325,59.0433,15,2.0886133333
1370,401,25.0953,2.4277,52.3595,12,2.091275
1265,2157,20.9606,18.4241,25.1343,10,2.09606
1374,159,25.3168,14.6368,38.4989,12,2.1097333333
1479,1039,31.7251,26.3499,38.7403,15,2.1150066667
1504,248,33.9314,14.1321,57.4137,16,2.1207125
1421,1513,27.6694,9.3978,52.6496,13,2.1284153846
1381,896,25.7715,16.3355,33.1279,12,2.147625
1488,1217,32.3951,21.0921,48.0666,15,2.1596733333
1529,2627,36.7397,17.725,47.2522,17,2.1611588235
1551,2411,38.9036,13.7522,62.6833,18,2.1613111111
1346,2360,23.7822,19.6115,27.6839,11,2.1620181818
1431,2351,28.2064,22.615,35.9273,13,2.1697230769
1466,2299,30.4596,8.8811,50.8237,14,2.1756857143
1390,962,26.1456,23.8404,29.6509,12,2.1788
1470,918,30.7796,26.7537,34.1936,14,2.1985428571
1596,581,48.4701,40.8613,51.4024,22,2.2031863636
1230,848,19.8986,7.7781,24.2375,9,2.2109555556
1235,2435,19.9721,17.0233,25.6691,9,2.2191222222
1498,2641,33.3618,12.8163,48.6,15,2.22412
1521,281,35.6006,18.2081,59.477,16,2.2250375
1539,2419,37.8355,2.9285,70.7941,17,2.2256176471
1563,2240,40.2007,29.5461,52.3371,18,2.2333722222
1357,1475,24.5876,0.839,49.2449,11,2.2352363636
1410,537,26.8678,18.6148,33.2808,12,2.2389833333
1312,545,22.4171,19.362,25.7549,10,2.24171
1412,1528,26.9062,22.8378,30.0939,12,2.2421833333
1524,1359,35.8769,25.6624,46.1857,16,2.24230625
1319,1716,22.6001,20.5091,24.556,10,2.26001
1585,408,45.2649,23.3885,60.4067,20,2.263245
1547,445,38.6409,5.5236,75.7221,17,2.2729941176
1459,2462,29.5673,19.5793,40.6985,13,2.2744076923
1325,721,22.9452,21.0166,25.6684,10,2.29452
1372,1031,25.2607,24.1039,26.4792,11,2.2964272727
1484,1335,32.2009,24.9677,38.8064,14,2.3000642857
1554,1169,39.1131,3.8865,67.2253,17,2.3007705882
1376,413,25.3995,11.0699,38.2238,11,2.3090454545
1487,2297,32.3859,20.8561,37.5131,14,2.3132785714
1597,286,48.6088,18.4147,60.2787,21,2.3147047619
1558,2407,39.4599,27.3039,51.269,17,2.3211705882
1268,1092,20.9959,16.2213,27.0546,9,2.3328777778
1491,149,32.6687,25.0126,41.1026,14,2.3334785714
1517,2660,35.1771,28.1601,48.0119,15,2.34514
1560,2711,40.0326,24.4642,52.2454,17,2.3548588235
1582,2459,44.7611,23.9397,54.9091,19,2.3558473684
1494,351,32.9853,22.5896,74.1084,14,2.3560928571
1433,873,28.2975,21.303,34.0578,12,2.358125
1497,133,33.0697,9.2233,46.5235,14,2.3621214286
1519,2720,35.4899,14.9146,52.7029,15,2.3659933333
1541,1492,37.9494,2.8021,57.7947,16,2.3718375
1564,1465,40.3221,26.6871,53.3882,17,2.3718882353
1443,2209,28.6277,19.0947,40.1318,12,2.3856416667
1398,124,26.3492,20.1569,40.7104,11,2.3953818182
1525,527,36.0243,25.5456,44.3052,15,2.40162
1526,2364,36.1358,28.2688,44.0889,15,2.4090533333
1501,277,33.7691,24.564,47.0841,14,2.4120785714
1286,1189,21.7109,4.6928,51.7985,9,2.4123222222
1507,1425,34.2468,20.2199,51.1523,14,2.4462
1568,290,41.5891,20.5269,64.2343,17,2.4464176471
1508,833,34.3053,13.4691,65.4707,14,2.4503785714
1532,2458,36.9074,30.5299,44.762,15,2.4604933333
1460,2707,29.722,14.0673,52.0625,12,2.4768333333
1512,1238,34.7504,22.4918,40.7827,14,2.4821714286
1307,2702,22.3513,10.576,33.8298,9,2.4834777778
1561,2301,40.0436,29.04,50.4349,16,2.502725
1562,147,40.107,33.5961,44.476,16,2.5066875
1607,369,50.6868,42.4431,56.7231,20,2.53434
1543,1789,38.0564,31.6355,42.4939,15,2.5370933333
1522,2485,35.7245,22.9802,45.2884,14,2.55175
1523,1886,35.7305,29.9441,39.4192,14,2.5521785714
1471,778,30.8079,26.7655,33.0871,12,2.567325
1599,1360,49.0255,39.8156,65.8213,19,2.5802894737
1500,1347,33.6322,28.8412,37.5777,13,2.5870923077
1527,970,36.2758,25.5522,48.8433,14,2.5911285714
1441,2574,28.5164,14.0233,49.3743,11,2.5924
1442,760,28.5232,26.1254,31.4587,11,2.5930181818
1259,2243,20.7682,6.2556,47.6591,8,2.596025
1502,192,33.7745,4.5108,51.7647,13,2.5980384615
1552,1230,38.996,34.5332,46.5073,15,2.5997333333
1555,1355,39.1344,17.3621,68.4555,15,2.60896
1339,1005,23.4875,21.4608,24.8463,9,2.6097222222
1476,2225,31.3667,23.7447,39.2814,12,2.6138916667
1392,2530,26.2268,21.5846,29.654,10,2.62268
1536,2444,37.456,31.8599,43.2407,14,2.6754285714
1483,2715,32.1721,21.3771,44.923,12,2.6810083333
1586,1333,45.7416,23.4368,57.564,17,2.6906823529
1281,2160,21.6342,9.6207,32.5853,8,2.704275
1540,1382,37.8784,21.8083,57.9052,14,2.7056
1575,659,43.4548,41.565,45.8509,16,2.715925
1587,1507,46.3673,25.3377,72.0417,17,2.7274882353
1577,2579,43.8108,33.5184,56.3672,16,2.738175
1589,1209,46.5743,3.1702,98.3026,17,2.7396647059
1496,2545,33.0259,27.2505,43.8061,12,2.7521583333
1566,1066,41.4893,8.9645,67.2805,15,2.7659533333
1364,556,24.9346,22.9806,27.1984,9,2.7705111111
1579,1304,44.5017,32.5717,59.2075,16,2.78135625
1553,1263,39.0935,14.4648,95.8082,14,2.7923928571
1429,767,27.9371,23.4398,31.3567,10,2.79371
1311,797,22.4103,0.307,33.6179,8,2.8012875
1595,299,47.9464,35.8519,81.1191,17,2.8203764706
1571,1329,42.3074,32.5696,57.9102,15,2.8204933333
1472,761,31.0941,26.192,36.6351,11,2.8267363636
1234,596,19.9492,13.4452,26.8488,7,2.8498857143
1444,294,28.6734,22.448,34.7159,10,2.86734
1509,2671,34.461,23.894,49.8999,12,2.87175
1646,1405,63.2748,47.9696,99.9124,22,2.8761272727
1480,1381,31.7517,21.7557,40.9174,11,2.8865181818
1576,2167,43.6513,34.7014,48.35,15,2.9100866667
1399,645,26.3533,21.9119,32.361,9,2.9281444444
1633,267,58.6337,35.4778,86.79,20,2.931685
1518,2312,35.2932,19.676,60.4517,12,2.9411
1618,2643,52.9786,39.3854,73.3946,18,2.9432555556
1520,2293,35.5601,27.9638,42.7642,12,2.9633416667
1569,379,41.6132,28.4631,58.1871,14,2.9723714286
1580,1363,44.6151,6.4157,63.8143,15,2.97434
1583,1499,45.0301,1.5158,74.5659,15,3.0020066667
1416,529,27.0187,8.3178,75.8111,9,3.0020777778
1613,2304,51.5842,39.8894,60.2306,17,3.0343647059
1640,2583,60.8475,39.9464,97.9365,20,3.042375
1615,2646,52.0036,43.4348,67.4383,17,3.0590352941
1506,2068,34.2121,23.601,39.4427,11,3.1101909091
1590,422,46.6933,19.0175,118.3131,15,3.1128866667
1369,2682,25.067,14.6808,43.0932,8,3.133375
1654,259,69.5601,15.986,106.8045,22,3.1618227273
1565,1158,41.1053,34.8619,47.0441,13,3.1619461538
1515,1367,35.0476,21.7433,50.516,11,3.1861454545
1611,712,51.0796,45.4924,56.8912,16,3.192475
1516,1310,35.1352,23.6727,42.5822,11,3.1941090909
1546,164,38.5937,31.3258,44.407,12,3.2161416667
1570,341,41.8337,22.7071,67.762,13,3.2179769231
1625,298,54.7112,40.1865,70.0582,17,3.2183058824
1548,2237,38.6523,26.525,47.0779,12,3.221025
1614,396,51.6079,42.1401,56.4713,16,3.22549375
1630,2532,58.1006,0.3178,98.3963,18,3.2278111111
1584,423,45.2412,36.4018,56.8909,14,3.2315142857
1453,2585,29.1253,17.4263,40.2123,9,3.2361444444
1456,378,29.3086,22.5402,34.7571,9,3.2565111111
1092,2181,16.3924,14.3219,19.3546,5,3.27848
1572,994,42.6898,26.6865,56.1906,13,3.2838307692
1557,2710,39.4131,12.4156,73.1005,12,3.284425
1573,402,42.7995,38.524,47.0158,13,3.2922692308
1335,2477,23.1985,15.3517,31.4233,7,3.3140714286
1574,452,43.1241,9.6636,93.5511,13,3.3172384615
1528,805,36.5452,30.8543,38.6972,11,3.3222909091
1602,268,49.8415,30.7353,75.8666,15,3.3227666667
1408,839,26.83,23.6128,32.012,8,3.35375
1656,2725,70.7076,61.4251,77.7504,21,3.3670285714
1503,2494,33.7923,28.8956,41.117,10,3.37923
1609,461,50.8202,4.3337,69.3189,15,3.3880133333
1631,2168,58.1367,53.8042,62.2647,17,3.4198058824
1537,2040,37.6477,34.2478,40.5015,11,3.4225181818
1538,2593,37.745,22.3614,46.1068,11,3.4313636364
1542,2252,37.9648,8.7696,61.0306,11,3.4513454545
1567,2719,41.5405,27.302,51.095,12,3.4617083333
1617,1478,52.6715,40.368,65.1792,15,3.5114333333
1601,1390,49.2141,41.8382,63.7842,14,3.5152928571
1360,2176,24.7913,17.5554,34.8193,7,3.5416142857
1651,2606,67.681,47.6208,80.8363,19,3.5621578947
1603,266,49.9297,24.2629,84.7893,14,3.5664071429
1604,1265,49.9734,44.135,54.6206,14,3.5695285714
1621,2620,53.7697,37.972,81.015,15,3.5846466667
1623,2666,54.1401,42.9386,79.2952,15,3.60934
1643,1313,61.6287,44.1611,86.3083,17,3.6252176471
1644,615,61.8179,58.8554,64.8829,17,3.6363470588
1610,430,50.9101,32.346,81.8817,14,3.6364357143
1612,367,51.1319,32.8011,69.5165,14,3.6522785714
1626,1469,54.7959,45.2586,68.891,15,3.65306
1655,2249,70.3787,65.3169,76.3898,19,3.7041421053
1616,394,52.0069,46.6002,55.9578,14,3.7147785714
1581,1426,44.6751,41.2317,50.2813,12,3.722925
1635,393,59.7831,41.2807,78.9454,16,3.73644375
1628,457,56.5929,26.5825,84.5481,15,3.77286
1652,254,68.2746,33.2761,90.802,18,3.7930333333
1620,296,53.3284,38.7651,64.6865,14,3.8091714286
1545,1340,38.3985,22.3916,60.7548,10,3.83985
1622,1479,54.079,42.5783,65.7803,14,3.8627857143
1549,487,38.7875,33.1135,41.6195,10,3.87875
1550,1392,38.8257,10.0551,73.0621,10,3.88257
1514,358,34.9702,17.1613,54.9024,9,3.8855777778
1632,2589,58.4627,44.0249,68.8692,15,3.8975133333
1592,2473,46.8704,40.0309,53.9783,12,3.9058666667
1593,1416,47.2824,29.5602,60.2869,12,3.9402
1658,2664,75.1971,56.9431,93.9176,19,3.9577421053
1636,2309,60.0635,36.1399,79.8188,15,4.0042333333
1578,2542,44.4359,36.4128,56.0851,11,4.0396272727
1645,362,62.9708,1.2192,106.4587,15,4.1980533333
1588,902,46.3915,43.6737,49.7441,11,4.2174090909
1647,1025,63.3682,41.6883,70.238,15,4.2245466667
1653,282,68.4762,43.985,118.9632,16,4.2797625
1627,1289,55.723,47.7188,65.493,13,4.2863846154
1600,2223,49.1868,37.6912,63.2974,11,4.4715272727
1648,453,63.4252,0.8412,119.2348,14,4.5303714286
1605,502,50.0104,36.2482,61.6445,11,4.5464
1624,2591,54.5729,43.6046,75.5021,12,4.5477416667
1608,1203,50.7755,40.7976,57.6659,11,4.6159545455
1535,2590,37.42,16.2703,62.3819,8,4.6775
1594,419,47.4977,32.1443,58.0151,10,4.74977
1670,1350,100.7926,69.5602,120.1104,21,4.799647619
1634,1409,58.9307,41.3556,66.7598,12,4.9108916667
1668,2667,93.3726,83.6351,100.9701,19,4.9143473684
1556,2188,39.4045,34.8315,43.4464,8,4.9255625
1649,1430,64.22,51.8702,79.9454,13,4.94
1650,1369,64.2691,51.8837,79.3928,13,4.9437769231
1639,2690,60.2405,53.941,66.0784,12,5.0200416667
1674,1509,105.5311,89.489,123.1472,21,5.0252904762
1606,2438,50.4632,38.5183,59.0284,10,5.04632
1663,1222,86.082,53.9044,110.9991,17,5.0636470588
1672,2179,104.1232,100.2367,108.4952,20,5.20616
1619,2701,53.0381,46.3999,63.8956,10,5.30381
1661,1257,81.3129,74.2976,87.1033,15,5.42086
1598,2150,48.9645,44.3552,53.3231,9,5.4405
1638,954,60.1528,53.3651,65.1579,11,5.4684363636
1641,2718,60.8745,51.0512,72.6862,11,5.5340454545
1666,1396,89.1982,73.8856,98.801,16,5.5748875
1662,2242,84.8997,67.2322,91.1706,15,5.65998
1629,2523,57.3975,51.0787,65.3201,10,5.73975
1664,2624,86.9787,69.1378,102.4824,15,5.79858
1676,665,116.9974,109.8774,122.6135,20,5.84987
1637,1414,60.1327,33.9849,94.9438,10,6.01327
1642,212,61.0199,48.7258,77.499,10,6.10199
1678,1318,129.6294,108.3968,147.8125,21,6.1728285714
1657,2698,74.9394,70.4958,85.8783,12,6.24495
1591,440,46.7475,26.7678,70.4384,7,6.6782142857
1684,349,142.2976,133.8661,150.1894,21,6.7760761905
1669,2644,95.1663,77.5886,107.0241,14,6.7975928571
1659,2697,76.8287,70.7542,85.2066,11,6.9844272727
1667,2420,91.0264,54.5295,117.075,13,7.0020307692
1682,1315,135.6602,105.875,149.5914,19,7.1400105263
1665,442,87.3535,37.0066,126.2486,12,7.2794583333
1660,1496,76.8625,61.5794,87.0782,10,7.68625
1677,2310,118.7931,108.6348,127.4958,15,7.91954
1673,1282,105.4772,76.5768,114.845,13,8.1136307692
1671,2645,101.6008,89.9242,114.9382,12,8.4667333333
1681,314,135.5298,9.7685,254.5382,16,8.4706125
1685,368,145.219,105.7481,165.9389,16,9.0761875
1679,2212,130.1867,15.6168,219.2256,14,9.29905
1675,288,114.4076,109.7581,122.4529,12,9.5339666667
1683,209,137.6686,127.3463,145.0907,12,11.4723833333
1686,454,191.304,183.313,199.9678,15,12.7536
1680,1255,131.8267,124.9986,138.2604,10,13.18267
1688,265,211.3409,183.5895,228.2482,13,16.2569923077
1687,1500,200.8088,170.3319,229.9974,12,16.7340666667
1689,462,229.5204,201.7777,270.0751,13,17.6554153846
1690,258,324.1957,246.8361,376.5921,16,20.26223125
